user_id,cohort_period,activity_period,period_number
CUST-02331,2025-08-01,2025-08-01,0
CUST-02362,2024-03-01,2024-03-01,0
CUST-02377,2024-07-01,2024-07-01,0
CUST-02377,2024-07-01,2025-01-01,6
CUST-02412,2025-03-01,2025-03-01,0
CUST-02412,2025-03-01,2025-07-01,4
CUST-02417,2024-09-01,2024-09-01,0
CUST-02423,2025-06-01,2025-06-01,0
CUST-02423,2025-06-01,2025-08-01,2
CUST-02430,2025-08-01,2025-08-01,0
CUST-02434,2025-01-01,2025-01-01,0
CUST-02503,2025-02-01,2025-02-01,0
CUST-02508,2024-11-01,2024-11-01,0
CUST-02519,2024-09-01,2024-09-01,0
CUST-02519,2024-09-01,2025-06-01,9
CUST-02525,2024-07-01,2024-07-01,0
CUST-02525,2024-07-01,2025-02-01,7
CUST-02546,2024-08-01,2024-08-01,0
CUST-02546,2024-08-01,2024-12-01,4
CUST-02560,2024-05-01,2024-05-01,0
CUST-02560,2024-05-01,2024-07-01,2
CUST-02589,2024-02-01,2024-02-01,0
CUST-02618,2025-08-01,2025-08-01,0
CUST-02636,2024-05-01,2024-05-01,0
CUST-02647,2025-05-01,2025-05-01,0
CUST-02726,2025-08-01,2025-08-01,0
CUST-02738,2025-07-01,2025-07-01,0
CUST-02749,2024-09-01,2024-09-01,0
CUST-02781,2025-09-01,2025-09-01,0
CUST-02816,2024-09-01,2024-09-01,0
CUST-02827,2024-04-01,2024-04-01,0
CUST-02844,2025-04-01,2025-04-01,0
CUST-02848,2025-05-01,2025-05-01,0
CUST-02852,2025-04-01,2025-04-01,0
CUST-02912,2025-01-01,2025-01-01,0
CUST-02919,2024-06-01,2024-06-01,0
CUST-02919,2024-06-01,2024-12-01,6
CUST-02938,2024-10-01,2024-10-01,0
CUST-02990,2024-05-01,2024-05-01,0
CUST-02991,2025-10-01,2025-10-01,0
CUST-03001,2024-06-01,2024-06-01,0
CUST-03001,2024-06-01,2024-12-01,6
CUST-03009,2025-07-01,2025-07-01,0
CUST-03019,2024-04-01,2024-04-01,0
CUST-03023,2025-03-01,2025-03-01,0
CUST-03059,2025-03-01,2025-03-01,0
CUST-03067,2024-06-01,2024-06-01,0
CUST-03115,2024-10-01,2024-10-01,0
CUST-03115,2024-10-01,2025-06-01,8
CUST-03121,2024-06-01,2024-06-01,0
CUST-03131,2025-02-01,2025-02-01,0
CUST-03162,2025-11-01,2025-11-01,0
CUST-03165,2025-02-01,2025-02-01,0
CUST-03165,2025-02-01,2025-06-01,4
CUST-03166,2024-12-01,2024-12-01,0
CUST-03191,2025-02-01,2025-02-01,0
