user_id,cohort_period,activity_period,period_number
CUST-01143,2025-06-01,2025-06-01,0
CUST-01156,2025-08-01,2025-08-01,0
CUST-01162,2024-02-01,2024-02-01,0
CUST-01178,2024-02-01,2024-02-01,0
CUST-01178,2024-02-01,2024-11-01,9
CUST-01179,2025-09-01,2025-09-01,0
CUST-01185,2025-05-01,2025-05-01,0
CUST-01185,2025-05-01,2025-07-01,2
CUST-01205,2024-06-01,2024-06-01,0
CUST-01205,2024-06-01,2025-02-01,8
CUST-01226,2025-05-01,2025-05-01,0
CUST-01232,2024-09-01,2024-09-01,0
CUST-01232,2024-09-01,2025-06-01,9
CUST-01236,2025-03-01,2025-03-01,0
CUST-01238,2025-03-01,2025-03-01,0
CUST-01238,2025-03-01,2025-07-01,4
CUST-01255,2024-08-01,2024-08-01,0
CUST-01257,2024-06-01,2024-06-01,0
CUST-01264,2024-02-01,2024-02-01,0
CUST-01270,2024-06-01,2024-06-01,0
CUST-01270,2024-06-01,2024-09-01,3
CUST-01278,2025-01-01,2025-01-01,0
CUST-01279,2025-10-01,2025-10-01,0
CUST-01292,2025-05-01,2025-05-01,0
CUST-01296,2024-12-01,2024-12-01,0
CUST-01296,2024-12-01,2025-08-01,8
CUST-01320,2024-10-01,2024-10-01,0
CUST-01320,2024-10-01,2025-06-01,8
CUST-01349,2024-04-01,2024-04-01,0
CUST-01357,2024-06-01,2024-06-01,0
CUST-01357,2024-06-01,2024-11-01,5
CUST-01359,2024-10-01,2024-10-01,0
CUST-01360,2024-01-01,2024-01-01,0
CUST-01363,2025-01-01,2025-01-01,0
CUST-01373,2025-06-01,2025-06-01,0
CUST-01380,2025-06-01,2025-06-01,0
CUST-01396,2024-11-01,2024-11-01,0
CUST-01396,2024-11-01,2025-07-01,8
CUST-01400,2025-01-01,2025-01-01,0
CUST-01400,2025-01-01,2025-08-01,7
CUST-01412,2025-09-01,2025-09-01,0
CUST-01423,2024-02-01,2024-02-01,0
CUST-01425,2024-05-01,2024-05-01,0
CUST-01426,2025-01-01,2025-01-01,0
CUST-01443,2025-08-01,2025-08-01,0
CUST-01449,2025-06-01,2025-06-01,0
CUST-01452,2025-06-01,2025-06-01,0
CUST-01457,2024-04-01,2024-04-01,0
CUST-01457,2024-04-01,2024-11-01,7
CUST-01464,2024-08-01,2024-08-01,0
CUST-01467,2024-11-01,2024-11-01,0
CUST-01491,2024-07-01,2024-07-01,0
CUST-01498,2024-07-01,2024-07-01,0
CUST-01521,2025-01-01,2025-01-01,0
CUST-01529,2024-08-01,2024-08-01,0
CUST-01542,2024-09-01,2024-09-01,0
CUST-01544,2024-02-01,2024-02-01,0
CUST-01546,2025-02-01,2025-02-01,0
CUST-01582,2025-07-01,2025-07-01,0
CUST-01590,2024-06-01,2024-06-01,0
CUST-01590,2024-06-01,2024-08-01,2
CUST-01602,2024-02-01,2024-02-01,0
CUST-01604,2024-07-01,2024-07-01,0
CUST-01625,2025-01-01,2025-01-01,0
CUST-01635,2025-02-01,2025-02-01,0
CUST-01635,2025-02-01,2025-08-01,6
CUST-01638,2024-03-01,2024-03-01,0
CUST-01645,2024-06-01,2024-06-01,0
CUST-01645,2024-06-01,2024-10-01,4
CUST-01661,2024-11-01,2024-11-01,0
CUST-01661,2024-11-01,2025-06-01,7
CUST-01669,2025-06-01,2025-06-01,0
CUST-01689,2025-05-01,2025-05-01,0
CUST-01692,2024-10-01,2024-10-01,0
CUST-01704,2024-04-01,2024-04-01,0
CUST-01714,2024-08-01,2024-08-01,0
CUST-01718,2024-06-01,2024-06-01,0
CUST-01720,2025-02-01,2025-02-01,0
CUST-01723,2025-02-01,2025-02-01,0
CUST-01723,2025-02-01,2025-05-01,3
CUST-01739,2024-05-01,2024-05-01,0
CUST-01751,2024-07-01,2024-07-01,0
CUST-01761,2025-06-01,2025-06-01,0
CUST-01763,2025-05-01,2025-05-01,0
CUST-01767,2024-02-01,2024-02-01,0
CUST-01768,2024-04-01,2024-04-01,0
CUST-01770,2024-06-01,2024-06-01,0
CUST-01770,2024-06-01,2025-03-01,9
CUST-01772,2024-03-01,2024-03-01,0
CUST-01772,2024-03-01,2024-10-01,7
CUST-01775,2025-08-01,2025-08-01,0
CUST-01778,2024-03-01,2024-03-01,0
CUST-01780,2024-02-01,2024-02-01,0
CUST-01799,2024-04-01,2024-04-01,0
CUST-01808,2024-12-01,2024-12-01,0
CUST-01815,2025-06-01,2025-06-01,0
CUST-01816,2024-10-01,2024-10-01,0
CUST-01820,2025-04-01,2025-04-01,0
CUST-01821,2025-06-01,2025-06-01,0
CUST-01824,2024-08-01,2024-08-01,0
CUST-01824,2024-08-01,2025-05-01,9
CUST-01837,2025-07-01,2025-07-01,0
CUST-01839,2025-02-01,2025-02-01,0
CUST-01839,2025-02-01,2025-05-01,3
CUST-01840,2024-10-01,2024-10-01,0
CUST-01841,2024-12-01,2024-12-01,0
CUST-01849,2024-06-01,2024-06-01,0
CUST-01856,2024-05-01,2024-05-01,0
CUST-01861,2024-12-01,2024-12-01,0
CUST-01861,2024-12-01,2025-07-01,7
CUST-01862,2025-08-01,2025-08-01,0
CUST-01869,2025-02-01,2025-02-01,0
CUST-01869,2025-02-01,2025-07-01,5
CUST-01871,2025-09-01,2025-09-01,0
CUST-01885,2025-03-01,2025-03-01,0
CUST-01885,2025-03-01,2025-08-01,5
CUST-01892,2024-11-01,2024-11-01,0
CUST-01917,2024-06-01,2024-06-01,0
CUST-01924,2024-07-01,2024-07-01,0
CUST-01928,2024-09-01,2024-09-01,0
CUST-01928,2024-09-01,2025-07-01,10
CUST-01949,2024-06-01,2024-06-01,0
CUST-01950,2024-07-01,2024-07-01,0
CUST-01963,2025-08-01,2025-08-01,0
CUST-01967,2024-08-01,2024-08-01,0
CUST-01974,2024-05-01,2024-05-01,0
CUST-01980,2025-05-01,2025-05-01,0
CUST-01980,2025-05-01,2025-07-01,2
CUST-01981,2024-11-01,2024-11-01,0
CUST-01999,2025-06-01,2025-06-01,0
CUST-02004,2025-06-01,2025-06-01,0
CUST-02009,2025-05-01,2025-05-01,0
CUST-02014,2025-04-01,2025-04-01,0
CUST-02019,2025-01-01,2025-01-01,0
CUST-02028,2024-02-01,2024-02-01,0
CUST-02041,2024-06-01,2024-06-01,0
CUST-02048,2024-06-01,2024-06-01,0
CUST-02048,2024-06-01,2025-02-01,8
CUST-02049,2025-02-01,2025-02-01,0
CUST-02049,2025-02-01,2025-06-01,4
CUST-02050,2024-05-01,2024-05-01,0
CUST-02057,2025-03-01,2025-03-01,0
CUST-02067,2025-04-01,2025-04-01,0
CUST-02068,2024-07-01,2024-07-01,0
CUST-02074,2024-10-01,2024-10-01,0
CUST-02074,2024-10-01,2025-04-01,6
CUST-02075,2024-06-01,2024-06-01,0
CUST-02085,2025-09-01,2025-09-01,0
CUST-02092,2025-01-01,2025-01-01,0
CUST-02104,2024-02-01,2024-02-01,0
CUST-02104,2024-02-01,2024-09-01,7
CUST-02109,2024-03-01,2024-03-01,0
CUST-02123,2025-01-01,2025-01-01,0
CUST-02135,2024-08-01,2024-08-01,0
CUST-02141,2025-07-01,2025-07-01,0
CUST-02142,2024-11-01,2024-11-01,0
CUST-02142,2024-11-01,2025-06-01,7
CUST-02148,2025-01-01,2025-01-01,0
CUST-02156,2024-11-01,2024-11-01,0
CUST-02156,2024-11-01,2025-03-01,4
CUST-02170,2024-11-01,2024-11-01,0
CUST-02186,2024-06-01,2024-06-01,0
CUST-02196,2024-11-01,2024-11-01,0
CUST-02223,2024-09-01,2024-09-01,0
CUST-02223,2024-09-01,2025-03-01,6
CUST-02228,2025-06-01,2025-06-01,0
CUST-02234,2024-08-01,2024-08-01,0
CUST-02236,2025-03-01,2025-03-01,0
CUST-02242,2025-08-01,2025-08-01,0
CUST-02247,2024-12-01,2024-12-01,0
CUST-02248,2024-10-01,2024-10-01,0
CUST-02253,2024-06-01,2024-06-01,0
CUST-02277,2024-03-01,2024-03-01,0
CUST-02278,2025-04-01,2025-04-01,0
CUST-02286,2024-04-01,2024-04-01,0
CUST-02291,2024-02-01,2024-02-01,0
CUST-02307,2024-06-01,2024-06-01,0
CUST-02318,2024-05-01,2024-05-01,0
CUST-02318,2024-05-01,2024-07-01,2
CUST-02326,2024-03-01,2024-03-01,0
CUST-02326,2024-03-01,2024-12-01,9
CUST-02330,2024-01-01,2024-01-01,0
CUST-02336,2025-06-01,2025-06-01,0
CUST-02341,2024-03-01,2024-03-01,0
CUST-02343,2024-06-01,2024-06-01,0
CUST-02370,2024-12-01,2024-12-01,0
CUST-02378,2024-06-01,2024-06-01,0
CUST-02378,2024-06-01,2025-04-01,10
CUST-02396,2024-12-01,2024-12-01,0
CUST-02396,2024-12-01,2025-04-01,4
CUST-02397,2024-10-01,2024-10-01,0
CUST-02404,2024-09-01,2024-09-01,0
CUST-02415,2024-09-01,2024-09-01,0
CUST-02419,2024-10-01,2024-10-01,0
CUST-02449,2025-09-01,2025-09-01,0
CUST-02460,2024-09-01,2024-09-01,0
CUST-02462,2024-02-01,2024-02-01,0
CUST-02462,2024-02-01,2024-06-01,4
CUST-02465,2024-12-01,2024-12-01,0
CUST-02471,2025-03-01,2025-03-01,0
CUST-02472,2025-09-01,2025-09-01,0
CUST-02480,2025-09-01,2025-09-01,0
CUST-02481,2024-07-01,2024-07-01,0
CUST-02481,2024-07-01,2024-11-01,4
CUST-02482,2024-08-01,2024-08-01,0
CUST-02486,2025-07-01,2025-07-01,0
CUST-02489,2024-07-01,2024-07-01,0
CUST-02489,2024-07-01,2025-04-01,9
CUST-02500,2025-04-01,2025-04-01,0
CUST-02505,2024-02-01,2024-02-01,0
CUST-02507,2025-07-01,2025-07-01,0
CUST-02512,2024-03-01,2024-03-01,0
CUST-02520,2025-09-01,2025-09-01,0
CUST-02521,2024-06-01,2024-06-01,0
CUST-02524,2025-01-01,2025-01-01,0
CUST-02545,2025-05-01,2025-05-01,0
CUST-02552,2024-04-01,2024-04-01,0
CUST-02555,2025-09-01,2025-09-01,0
CUST-02559,2025-09-01,2025-09-01,0
CUST-02561,2025-06-01,2025-06-01,0
CUST-02563,2025-08-01,2025-08-01,0
CUST-02564,2025-02-01,2025-02-01,0
CUST-02564,2025-02-01,2025-05-01,3
CUST-02567,2025-01-01,2025-01-01,0
CUST-02572,2024-08-01,2024-08-01,0
CUST-02582,2025-03-01,2025-03-01,0
CUST-02582,2025-03-01,2025-05-01,2
CUST-02592,2024-08-01,2024-08-01,0
CUST-02597,2024-03-01,2024-03-01,0
CUST-02597,2024-03-01,2024-05-01,2
CUST-02619,2024-08-01,2024-08-01,0
CUST-02623,2024-03-01,2024-03-01,0
CUST-02623,2024-03-01,2024-11-01,8
CUST-02632,2025-06-01,2025-06-01,0
CUST-02639,2024-09-01,2024-09-01,0
CUST-02640,2024-12-01,2024-12-01,0
CUST-02643,2024-01-01,2024-01-01,0
CUST-02644,2025-09-01,2025-09-01,0
CUST-02654,2025-06-01,2025-06-01,0
CUST-02658,2025-04-01,2025-04-01,0
CUST-02665,2025-02-01,2025-02-01,0
CUST-02665,2025-02-01,2025-05-01,3
CUST-02669,2024-10-01,2024-10-01,0
CUST-02669,2024-10-01,2025-03-01,5
CUST-02674,2025-04-01,2025-04-01,0
CUST-02682,2025-04-01,2025-04-01,0
CUST-02683,2024-04-01,2024-04-01,0
CUST-02683,2024-04-01,2025-02-01,10
CUST-02684,2024-03-01,2024-03-01,0
CUST-02693,2025-05-01,2025-05-01,0
CUST-02696,2024-03-01,2024-03-01,0
CUST-02710,2025-04-01,2025-04-01,0
CUST-02717,2024-08-01,2024-08-01,0
CUST-02717,2024-08-01,2024-12-01,4
CUST-02719,2025-10-01,2025-10-01,0
CUST-02727,2024-08-01,2024-08-01,0
CUST-02727,2024-08-01,2025-05-01,9
CUST-02730,2024-12-01,2024-12-01,0
CUST-02737,2024-11-01,2024-11-01,0
CUST-02743,2024-12-01,2024-12-01,0
CUST-02758,2024-11-01,2024-11-01,0
CUST-02769,2024-02-01,2024-02-01,0
CUST-02776,2025-01-01,2025-01-01,0
CUST-02776,2025-01-01,2025-07-01,6
CUST-02793,2024-04-01,2024-04-01,0
CUST-02813,2024-08-01,2024-08-01,0
CUST-02814,2024-07-01,2024-07-01,0
CUST-02822,2025-01-01,2025-01-01,0
CUST-02822,2025-01-01,2025-07-01,6
CUST-02832,2024-12-01,2024-12-01,0
CUST-02836,2025-01-01,2025-01-01,0
CUST-02843,2024-10-01,2024-10-01,0
CUST-02853,2025-03-01,2025-03-01,0
CUST-02860,2024-10-01,2024-10-01,0
CUST-02860,2024-10-01,2025-02-01,4
CUST-02866,2024-06-01,2024-06-01,0
CUST-02872,2025-09-01,2025-09-01,0
CUST-02882,2025-08-01,2025-08-01,0
CUST-02885,2024-12-01,2024-12-01,0
CUST-02894,2025-01-01,2025-01-01,0
CUST-02894,2025-01-01,2025-05-01,4
CUST-02900,2024-04-01,2024-04-01,0
CUST-02918,2024-09-01,2024-09-01,0
CUST-02918,2024-09-01,2025-03-01,6
CUST-02927,2025-02-01,2025-02-01,0
CUST-02930,2024-12-01,2024-12-01,0
CUST-02939,2024-07-01,2024-07-01,0
CUST-02949,2024-12-01,2024-12-01,0
CUST-02952,2024-03-01,2024-03-01,0
CUST-02954,2024-10-01,2024-10-01,0
CUST-02963,2024-10-01,2024-10-01,0
CUST-02978,2024-12-01,2024-12-01,0
CUST-02994,2025-06-01,2025-06-01,0
CUST-02998,2025-07-01,2025-07-01,0
CUST-03005,2024-10-01,2024-10-01,0
CUST-03007,2025-06-01,2025-06-01,0
CUST-03008,2025-02-01,2025-02-01,0
CUST-03021,2025-01-01,2025-01-01,0
CUST-03033,2024-12-01,2024-12-01,0
CUST-03034,2024-10-01,2024-10-01,0
CUST-03035,2024-10-01,2024-10-01,0
CUST-03035,2024-10-01,2025-03-01,5
CUST-03042,2025-06-01,2025-06-01,0
CUST-03047,2025-05-01,2025-05-01,0
CUST-03063,2024-11-01,2024-11-01,0
CUST-03065,2024-10-01,2024-10-01,0
CUST-03069,2025-05-01,2025-05-01,0
CUST-03070,2024-03-01,2024-03-01,0
CUST-03075,2025-05-01,2025-05-01,0
CUST-03075,2025-05-01,2025-07-01,2
CUST-03077,2025-07-01,2025-07-01,0
CUST-03081,2024-06-01,2024-06-01,0
CUST-03082,2025-06-01,2025-06-01,0
CUST-03093,2025-09-01,2025-09-01,0
CUST-03097,2025-01-01,2025-01-01,0
CUST-03137,2025-06-01,2025-06-01,0
CUST-03148,2025-07-01,2025-07-01,0
CUST-03150,2024-04-01,2024-04-01,0
CUST-03181,2024-05-01,2024-05-01,0
CUST-03189,2025-05-01,2025-05-01,0
CUST-03200,2025-01-01,2025-01-01,0
CUST-03200,2025-01-01,2025-07-01,6
