user_id,cohort_period,activity_period,period_number
CUST-00185,2025-08-01,2025-08-01,0
CUST-00187,2024-08-01,2024-08-01,0
CUST-00191,2024-05-01,2024-05-01,0
CUST-00192,2024-08-01,2024-08-01,0
CUST-00193,2024-12-01,2024-12-01,0
CUST-00193,2024-12-01,2025-03-01,3
CUST-00194,2024-12-01,2024-12-01,0
CUST-00196,2024-09-01,2024-09-01,0
CUST-00205,2024-09-01,2024-09-01,0
CUST-00207,2024-05-01,2024-05-01,0
CUST-00210,2024-09-01,2024-09-01,0
CUST-00211,2024-03-01,2024-03-01,0
CUST-00213,2025-01-01,2025-01-01,0
CUST-00217,2024-08-01,2024-08-01,0
CUST-00218,2024-11-01,2024-11-01,0
CUST-00221,2025-03-01,2025-03-01,0
CUST-00223,2025-06-01,2025-06-01,0
CUST-00225,2025-08-01,2025-08-01,0
CUST-00228,2025-07-01,2025-07-01,0
CUST-00231,2024-12-01,2024-12-01,0
CUST-00235,2024-05-01,2024-05-01,0
CUST-00238,2025-04-01,2025-04-01,0
CUST-00241,2024-12-01,2024-12-01,0
CUST-00241,2024-12-01,2025-05-01,5
CUST-00242,2025-03-01,2025-03-01,0
CUST-00246,2024-09-01,2024-09-01,0
CUST-00246,2024-09-01,2025-02-01,5
CUST-00247,2025-08-01,2025-08-01,0
CUST-00248,2024-07-01,2024-07-01,0
CUST-00250,2024-10-01,2024-10-01,0
CUST-00250,2024-10-01,2025-05-01,7
CUST-00252,2025-08-01,2025-08-01,0
CUST-00257,2024-03-01,2024-03-01,0
CUST-00258,2025-08-01,2025-08-01,0
CUST-00259,2025-04-01,2025-04-01,0
CUST-00259,2025-04-01,2025-08-01,4
CUST-00261,2025-08-01,2025-08-01,0
CUST-00265,2024-03-01,2024-03-01,0
CUST-00265,2024-03-01,2024-09-01,6
CUST-00268,2025-06-01,2025-06-01,0
CUST-00269,2024-06-01,2024-06-01,0
CUST-00271,2024-06-01,2024-06-01,0
CUST-00273,2024-09-01,2024-09-01,0
CUST-00273,2024-09-01,2024-12-01,3
CUST-00276,2025-02-01,2025-02-01,0
CUST-00278,2025-07-01,2025-07-01,0
CUST-00279,2025-08-01,2025-08-01,0
CUST-00280,2025-06-01,2025-06-01,0
CUST-00280,2025-06-01,2025-08-01,2
CUST-00283,2024-08-01,2024-08-01,0
CUST-00287,2025-04-01,2025-04-01,0
CUST-00290,2025-09-01,2025-09-01,0
CUST-00293,2024-12-01,2024-12-01,0
CUST-00295,2024-10-01,2024-10-01,0
CUST-00297,2024-09-01,2024-09-01,0
CUST-00297,2024-09-01,2025-04-01,7
CUST-00298,2024-12-01,2024-12-01,0
CUST-00299,2024-05-01,2024-05-01,0
CUST-00301,2024-11-01,2024-11-01,0
CUST-00302,2024-08-01,2024-08-01,0
CUST-00302,2024-08-01,2025-05-01,9
CUST-00303,2025-01-01,2025-01-01,0
CUST-00306,2025-05-01,2025-05-01,0
CUST-00307,2025-03-01,2025-03-01,0
CUST-00310,2024-02-01,2024-02-01,0
CUST-00311,2024-05-01,2024-05-01,0
CUST-00312,2024-08-01,2024-08-01,0
CUST-00312,2024-08-01,2024-12-01,4
CUST-00314,2024-05-01,2024-05-01,0
CUST-00317,2024-09-01,2024-09-01,0
CUST-00319,2024-09-01,2024-09-01,0
CUST-00319,2024-09-01,2025-03-01,6
CUST-00324,2024-10-01,2024-10-01,0
CUST-00324,2024-10-01,2025-03-01,5
CUST-00326,2024-03-01,2024-03-01,0
CUST-00329,2024-11-01,2024-11-01,0
CUST-00331,2025-09-01,2025-09-01,0
CUST-00337,2024-08-01,2024-08-01,0
CUST-00338,2024-07-01,2024-07-01,0
CUST-00344,2025-09-01,2025-09-01,0
CUST-00345,2025-10-01,2025-10-01,0
CUST-00348,2025-08-01,2025-08-01,0
CUST-00350,2025-02-01,2025-02-01,0
CUST-00352,2025-04-01,2025-04-01,0
CUST-00353,2025-06-01,2025-06-01,0
CUST-00354,2024-02-01,2024-02-01,0
CUST-00359,2025-07-01,2025-07-01,0
CUST-00364,2024-05-01,2024-05-01,0
CUST-00365,2025-06-01,2025-06-01,0
CUST-00371,2025-07-01,2025-07-01,0
CUST-00372,2024-09-01,2024-09-01,0
CUST-00373,2025-06-01,2025-06-01,0
CUST-00375,2024-12-01,2024-12-01,0
CUST-00376,2025-08-01,2025-08-01,0
CUST-00377,2024-08-01,2024-08-01,0
CUST-00379,2024-08-01,2024-08-01,0
CUST-00382,2024-10-01,2024-10-01,0
CUST-00382,2024-10-01,2025-01-01,3
CUST-00383,2024-12-01,2024-12-01,0
CUST-00383,2024-12-01,2025-03-01,3
CUST-00384,2025-07-01,2025-07-01,0
CUST-00385,2024-09-01,2024-09-01,0
CUST-00387,2024-08-01,2024-08-01,0
CUST-00387,2024-08-01,2024-11-01,3
CUST-00390,2024-04-01,2024-04-01,0
CUST-00395,2025-04-01,2025-04-01,0
CUST-00396,2025-01-01,2025-01-01,0
CUST-00400,2025-05-01,2025-05-01,0
CUST-00401,2025-05-01,2025-05-01,0
CUST-00403,2024-04-01,2024-04-01,0
CUST-00404,2024-08-01,2024-08-01,0
CUST-00407,2024-03-01,2024-03-01,0
CUST-00407,2024-03-01,2024-11-01,8
CUST-00408,2024-12-01,2024-12-01,0
CUST-00408,2024-12-01,2025-06-01,6
CUST-00410,2024-07-01,2024-07-01,0
CUST-00411,2025-03-01,2025-03-01,0
CUST-00414,2025-07-01,2025-07-01,0
CUST-00415,2024-07-01,2024-07-01,0
CUST-00416,2024-04-01,2024-04-01,0
CUST-00416,2024-04-01,2024-08-01,4
CUST-00428,2024-08-01,2024-08-01,0
CUST-00429,2024-12-01,2024-12-01,0
CUST-00432,2025-06-01,2025-06-01,0
CUST-00438,2024-09-01,2024-09-01,0
CUST-00439,2025-02-01,2025-02-01,0
CUST-00440,2025-08-01,2025-08-01,0
CUST-00446,2025-05-01,2025-05-01,0
CUST-00451,2024-04-01,2024-04-01,0
CUST-00452,2024-11-01,2024-11-01,0
CUST-00453,2025-02-01,2025-02-01,0
CUST-00455,2025-09-01,2025-09-01,0
CUST-00456,2024-02-01,2024-02-01,0
CUST-00456,2024-02-01,2024-11-01,9
CUST-00459,2025-02-01,2025-02-01,0
CUST-00459,2025-02-01,2025-06-01,4
CUST-00461,2024-06-01,2024-06-01,0
CUST-00461,2024-06-01,2024-08-01,2
CUST-00462,2024-05-01,2024-05-01,0
CUST-00465,2024-07-01,2024-07-01,0
CUST-00466,2024-01-01,2024-01-01,0
CUST-00466,2024-01-01,2024-10-01,9
CUST-00468,2025-03-01,2025-03-01,0
CUST-00470,2025-02-01,2025-02-01,0
CUST-00470,2025-02-01,2025-07-01,5
CUST-00471,2025-02-01,2025-02-01,0
CUST-00473,2024-05-01,2024-05-01,0
CUST-00474,2024-12-01,2024-12-01,0
CUST-00476,2025-01-01,2025-01-01,0
CUST-00477,2024-05-01,2024-05-01,0
CUST-00479,2025-01-01,2025-01-01,0
CUST-00485,2024-03-01,2024-03-01,0
CUST-00485,2024-03-01,2024-11-01,8
CUST-00486,2024-06-01,2024-06-01,0
CUST-00486,2024-06-01,2024-11-01,5
CUST-00487,2024-09-01,2024-09-01,0
CUST-00487,2024-09-01,2025-04-01,7
CUST-00488,2024-04-01,2024-04-01,0
CUST-00488,2024-04-01,2024-10-01,6
CUST-00489,2024-07-01,2024-07-01,0
CUST-00490,2025-06-01,2025-06-01,0
CUST-00492,2025-07-01,2025-07-01,0
CUST-00493,2024-02-01,2024-02-01,0
CUST-00498,2024-04-01,2024-04-01,0
CUST-00499,2024-08-01,2024-08-01,0
CUST-00502,2024-11-01,2024-11-01,0
CUST-00503,2024-01-01,2024-01-01,0
CUST-00505,2024-02-01,2024-02-01,0
CUST-00507,2024-07-01,2024-07-01,0
CUST-00509,2024-11-01,2024-11-01,0
CUST-00510,2025-05-01,2025-05-01,0
CUST-00512,2024-06-01,2024-06-01,0
CUST-00512,2024-06-01,2024-12-01,6
CUST-00516,2025-06-01,2025-06-01,0
CUST-00517,2024-11-01,2024-11-01,0
CUST-00518,2024-10-01,2024-10-01,0
CUST-00518,2024-10-01,2024-12-01,2
CUST-00520,2025-09-01,2025-09-01,0
CUST-00522,2025-06-01,2025-06-01,0
CUST-00523,2025-08-01,2025-08-01,0
CUST-00526,2024-12-01,2024-12-01,0
CUST-00530,2024-09-01,2024-09-01,0
CUST-00531,2024-05-01,2024-05-01,0
CUST-00533,2025-02-01,2025-02-01,0
CUST-00535,2024-04-01,2024-04-01,0
CUST-00536,2025-02-01,2025-02-01,0
CUST-00539,2024-12-01,2024-12-01,0
CUST-00540,2024-02-01,2024-02-01,0
CUST-00541,2024-12-01,2024-12-01,0
CUST-00542,2024-09-01,2024-09-01,0
CUST-00543,2024-11-01,2024-11-01,0
CUST-00546,2024-06-01,2024-06-01,0
CUST-00548,2025-06-01,2025-06-01,0
CUST-00552,2025-09-01,2025-09-01,0
CUST-00556,2024-02-01,2024-02-01,0
CUST-00557,2024-08-01,2024-08-01,0
CUST-00559,2025-04-01,2025-04-01,0
CUST-00560,2024-02-01,2024-02-01,0
CUST-00562,2024-03-01,2024-03-01,0
CUST-00563,2025-05-01,2025-05-01,0
CUST-00564,2025-03-01,2025-03-01,0
CUST-00566,2024-09-01,2024-09-01,0
CUST-00569,2024-03-01,2024-03-01,0
CUST-00569,2024-03-01,2024-08-01,5
CUST-00570,2024-10-01,2024-10-01,0
CUST-00570,2024-10-01,2025-01-01,3
CUST-00571,2024-02-01,2024-02-01,0
CUST-00573,2024-03-01,2024-03-01,0
CUST-00574,2024-05-01,2024-05-01,0
CUST-00576,2025-10-01,2025-10-01,0
CUST-00579,2024-04-01,2024-04-01,0
CUST-00580,2024-09-01,2024-09-01,0
CUST-00580,2024-09-01,2025-01-01,4
CUST-00581,2024-12-01,2024-12-01,0
CUST-00585,2024-09-01,2024-09-01,0
CUST-00587,2024-09-01,2024-09-01,0
CUST-00590,2024-06-01,2024-06-01,0
CUST-00591,2025-01-01,2025-01-01,0
CUST-00593,2025-02-01,2025-02-01,0
CUST-00595,2024-10-01,2024-10-01,0
CUST-00598,2025-08-01,2025-08-01,0
CUST-00601,2024-09-01,2024-09-01,0
CUST-00602,2025-02-01,2025-02-01,0
CUST-00604,2025-01-01,2025-01-01,0
CUST-00607,2025-09-01,2025-09-01,0
CUST-00608,2025-08-01,2025-08-01,0
CUST-00609,2024-11-01,2024-11-01,0
CUST-00610,2024-05-01,2024-05-01,0
CUST-00611,2024-12-01,2024-12-01,0
CUST-00612,2024-07-01,2024-07-01,0
CUST-00613,2024-06-01,2024-06-01,0
CUST-00615,2024-10-01,2024-10-01,0
CUST-00616,2024-07-01,2024-07-01,0
CUST-00616,2024-07-01,2025-04-01,9
CUST-00617,2025-07-01,2025-07-01,0
CUST-00619,2024-10-01,2024-10-01,0
CUST-00621,2024-05-01,2024-05-01,0
CUST-00621,2024-05-01,2024-11-01,6
CUST-00627,2024-05-01,2024-05-01,0
CUST-00630,2024-10-01,2024-10-01,0
CUST-00632,2025-07-01,2025-07-01,0
CUST-00634,2025-04-01,2025-04-01,0
CUST-00636,2025-06-01,2025-06-01,0
CUST-00637,2024-04-01,2024-04-01,0
CUST-00639,2025-02-01,2025-02-01,0
CUST-00640,2024-12-01,2024-12-01,0
CUST-00642,2025-07-01,2025-07-01,0
CUST-00644,2024-10-01,2024-10-01,0
CUST-00646,2024-06-01,2024-06-01,0
CUST-00649,2025-07-01,2025-07-01,0
CUST-00650,2024-11-01,2024-11-01,0
CUST-00650,2024-11-01,2025-05-01,6
CUST-00652,2025-04-01,2025-04-01,0
CUST-00653,2025-05-01,2025-05-01,0
CUST-00654,2025-08-01,2025-08-01,0
CUST-00656,2025-02-01,2025-02-01,0
CUST-00657,2025-06-01,2025-06-01,0
CUST-00661,2025-02-01,2025-02-01,0
CUST-00663,2025-06-01,2025-06-01,0
CUST-00664,2025-05-01,2025-05-01,0
CUST-00666,2025-01-01,2025-01-01,0
CUST-00668,2024-07-01,2024-07-01,0
CUST-00670,2024-09-01,2024-09-01,0
CUST-00673,2025-09-01,2025-09-01,0
CUST-00675,2024-04-01,2024-04-01,0
CUST-00676,2024-07-01,2024-07-01,0
CUST-00677,2024-03-01,2024-03-01,0
CUST-00683,2024-11-01,2024-11-01,0
CUST-00683,2024-11-01,2025-03-01,4
CUST-00684,2025-07-01,2025-07-01,0
CUST-00686,2025-02-01,2025-02-01,0
CUST-00687,2024-06-01,2024-06-01,0
CUST-00689,2025-10-01,2025-10-01,0
CUST-00692,2025-10-01,2025-10-01,0
CUST-00693,2025-01-01,2025-01-01,0
CUST-00694,2025-04-01,2025-04-01,0
CUST-00695,2024-06-01,2024-06-01,0
CUST-00697,2025-03-01,2025-03-01,0
CUST-00700,2024-10-01,2024-10-01,0
CUST-00702,2024-11-01,2024-11-01,0
CUST-00702,2024-11-01,2025-05-01,6
CUST-00703,2024-12-01,2024-12-01,0
CUST-00705,2024-10-01,2024-10-01,0
CUST-00706,2024-09-01,2024-09-01,0
CUST-00712,2025-03-01,2025-03-01,0
CUST-00714,2025-07-01,2025-07-01,0
CUST-00717,2025-09-01,2025-09-01,0
CUST-00718,2025-03-01,2025-03-01,0
CUST-00721,2025-09-01,2025-09-01,0
CUST-00722,2025-03-01,2025-03-01,0
CUST-00727,2025-10-01,2025-10-01,0
CUST-00730,2025-01-01,2025-01-01,0
CUST-00730,2025-01-01,2025-07-01,6
CUST-00732,2024-10-01,2024-10-01,0
CUST-00734,2025-02-01,2025-02-01,0
CUST-00735,2024-05-01,2024-05-01,0
CUST-00741,2024-05-01,2024-05-01,0
CUST-00744,2024-12-01,2024-12-01,0
CUST-00745,2025-04-01,2025-04-01,0
CUST-00746,2024-11-01,2024-11-01,0
CUST-00747,2025-10-01,2025-10-01,0
CUST-00749,2024-05-01,2024-05-01,0
CUST-00754,2025-04-01,2025-04-01,0
CUST-00756,2025-09-01,2025-09-01,0
CUST-00758,2025-10-01,2025-10-01,0
CUST-00764,2025-01-01,2025-01-01,0
CUST-00766,2025-07-01,2025-07-01,0
CUST-00767,2025-02-01,2025-02-01,0
CUST-00770,2024-02-01,2024-02-01,0
CUST-00772,2025-06-01,2025-06-01,0
CUST-00774,2024-12-01,2024-12-01,0
CUST-00775,2024-12-01,2024-12-01,0
CUST-00776,2025-06-01,2025-06-01,0
CUST-00777,2024-07-01,2024-07-01,0
CUST-00778,2025-01-01,2025-01-01,0
CUST-00778,2025-01-01,2025-07-01,6
CUST-00780,2024-12-01,2024-12-01,0
CUST-00781,2024-03-01,2024-03-01,0
CUST-00783,2024-07-01,2024-07-01,0
CUST-00789,2025-04-01,2025-04-01,0
CUST-00794,2025-09-01,2025-09-01,0
CUST-00799,2025-01-01,2025-01-01,0
CUST-00801,2024-03-01,2024-03-01,0
CUST-00802,2025-05-01,2025-05-01,0
CUST-00804,2025-02-01,2025-02-01,0
CUST-00809,2025-04-01,2025-04-01,0
CUST-00811,2024-10-01,2024-10-01,0
CUST-00815,2024-11-01,2024-11-01,0
CUST-00816,2024-10-01,2024-10-01,0
CUST-00817,2025-08-01,2025-08-01,0
CUST-00821,2024-04-01,2024-04-01,0
CUST-00822,2024-03-01,2024-03-01,0
CUST-00823,2024-11-01,2024-11-01,0
CUST-00824,2024-03-01,2024-03-01,0
CUST-00824,2024-03-01,2024-06-01,3
CUST-00827,2024-11-01,2024-11-01,0
CUST-00827,2024-11-01,2025-05-01,6
CUST-00828,2025-04-01,2025-04-01,0
CUST-00829,2025-04-01,2025-04-01,0
CUST-00830,2025-04-01,2025-04-01,0
CUST-00831,2024-05-01,2024-05-01,0
CUST-00832,2025-06-01,2025-06-01,0
CUST-00836,2025-05-01,2025-05-01,0
CUST-00840,2025-04-01,2025-04-01,0
CUST-00841,2024-04-01,2024-04-01,0
CUST-00842,2024-08-01,2024-08-01,0
CUST-00846,2024-07-01,2024-07-01,0
CUST-00847,2025-03-01,2025-03-01,0
CUST-00848,2025-07-01,2025-07-01,0
CUST-00849,2025-01-01,2025-01-01,0
CUST-00849,2025-01-01,2025-05-01,4
CUST-00854,2024-07-01,2024-07-01,0
CUST-00855,2025-08-01,2025-08-01,0
CUST-00857,2025-04-01,2025-04-01,0
CUST-00860,2025-04-01,2025-04-01,0
CUST-00863,2024-08-01,2024-08-01,0
CUST-00864,2025-04-01,2025-04-01,0
CUST-00868,2024-03-01,2024-03-01,0
CUST-00868,2024-03-01,2024-06-01,3
CUST-00869,2024-08-01,2024-08-01,0
CUST-00869,2024-08-01,2025-03-01,7
CUST-00871,2024-03-01,2024-03-01,0
CUST-00872,2024-05-01,2024-05-01,0
CUST-00872,2024-05-01,2024-07-01,2
CUST-00873,2025-07-01,2025-07-01,0
CUST-00874,2025-07-01,2025-07-01,0
CUST-00876,2024-07-01,2024-07-01,0
CUST-00877,2024-07-01,2024-07-01,0
CUST-00877,2024-07-01,2025-03-01,8
CUST-00879,2024-04-01,2024-04-01,0
CUST-00879,2024-04-01,2024-12-01,8
CUST-00881,2024-04-01,2024-04-01,0
CUST-00883,2025-01-01,2025-01-01,0
CUST-00885,2024-06-01,2024-06-01,0
CUST-00885,2024-06-01,2025-03-01,9
CUST-00886,2024-03-01,2024-03-01,0
CUST-00887,2025-09-01,2025-09-01,0
CUST-00889,2025-07-01,2025-07-01,0
CUST-00890,2025-03-01,2025-03-01,0
CUST-00890,2025-03-01,2025-08-01,5
CUST-00892,2024-07-01,2024-07-01,0
CUST-00899,2024-07-01,2024-07-01,0
CUST-00902,2025-01-01,2025-01-01,0
CUST-00903,2025-02-01,2025-02-01,0
CUST-00908,2025-04-01,2025-04-01,0
CUST-00915,2024-11-01,2024-11-01,0
CUST-00917,2024-12-01,2024-12-01,0
CUST-00917,2024-12-01,2025-05-01,5
CUST-00920,2024-11-01,2024-11-01,0
CUST-00920,2024-11-01,2025-06-01,7
CUST-00922,2024-08-01,2024-08-01,0
CUST-00924,2025-09-01,2025-09-01,0
CUST-00925,2024-08-01,2024-08-01,0
CUST-00926,2025-10-01,2025-10-01,0
CUST-00927,2024-11-01,2024-11-01,0
CUST-00927,2024-11-01,2025-03-01,4
CUST-00928,2024-03-01,2024-03-01,0
CUST-00932,2025-01-01,2025-01-01,0
CUST-00937,2025-06-01,2025-06-01,0
CUST-00938,2024-04-01,2024-04-01,0
CUST-00939,2024-03-01,2024-03-01,0
CUST-00940,2024-09-01,2024-09-01,0
CUST-00942,2025-03-01,2025-03-01,0
CUST-00943,2025-02-01,2025-02-01,0
CUST-00946,2024-07-01,2024-07-01,0
CUST-00948,2025-10-01,2025-10-01,0
CUST-00949,2024-03-01,2024-03-01,0
CUST-00951,2025-01-01,2025-01-01,0
CUST-00953,2024-08-01,2024-08-01,0
CUST-00960,2025-05-01,2025-05-01,0
CUST-00961,2025-07-01,2025-07-01,0
CUST-00962,2024-04-01,2024-04-01,0
CUST-00963,2025-06-01,2025-06-01,0
CUST-00966,2025-02-01,2025-02-01,0
CUST-00967,2025-07-01,2025-07-01,0
CUST-00969,2024-07-01,2024-07-01,0
CUST-00972,2024-09-01,2024-09-01,0
CUST-00973,2024-10-01,2024-10-01,0
CUST-00977,2025-06-01,2025-06-01,0
CUST-00978,2024-04-01,2024-04-01,0
CUST-00982,2024-04-01,2024-04-01,0
CUST-00985,2024-06-01,2024-06-01,0
CUST-00985,2024-06-01,2024-08-01,2
CUST-00987,2025-05-01,2025-05-01,0
CUST-00989,2024-03-01,2024-03-01,0
CUST-00990,2025-04-01,2025-04-01,0
CUST-00992,2024-07-01,2024-07-01,0
CUST-00994,2024-12-01,2024-12-01,0
CUST-00995,2025-07-01,2025-07-01,0
CUST-00997,2025-05-01,2025-05-01,0
CUST-00998,2024-05-01,2024-05-01,0
CUST-00998,2024-05-01,2024-10-01,5
CUST-00999,2025-10-01,2025-10-01,0
CUST-01000,2025-06-01,2025-06-01,0
CUST-01001,2025-07-01,2025-07-01,0
CUST-01003,2024-06-01,2024-06-01,0
CUST-01003,2024-06-01,2024-08-01,2
CUST-01007,2025-09-01,2025-09-01,0
CUST-01010,2025-03-01,2025-03-01,0
CUST-01010,2025-03-01,2025-05-01,2
CUST-01011,2024-06-01,2024-06-01,0
CUST-01012,2025-03-01,2025-03-01,0
CUST-01017,2025-07-01,2025-07-01,0
CUST-01019,2024-11-01,2024-11-01,0
CUST-01019,2024-11-01,2025-03-01,4
CUST-01020,2025-09-01,2025-09-01,0
CUST-01022,2025-09-01,2025-09-01,0
CUST-01025,2025-05-01,2025-05-01,0
CUST-01027,2024-07-01,2024-07-01,0
CUST-01028,2024-07-01,2024-07-01,0
CUST-01029,2024-11-01,2024-11-01,0
CUST-01031,2024-07-01,2024-07-01,0
CUST-01031,2024-07-01,2024-11-01,4
CUST-01036,2024-08-01,2024-08-01,0
CUST-01040,2024-05-01,2024-05-01,0
CUST-01041,2024-05-01,2024-05-01,0
CUST-01042,2024-09-01,2024-09-01,0
CUST-01044,2024-08-01,2024-08-01,0
CUST-01048,2024-04-01,2024-04-01,0
CUST-01049,2024-08-01,2024-08-01,0
CUST-01050,2024-06-01,2024-06-01,0
CUST-01051,2025-04-01,2025-04-01,0
CUST-01052,2024-07-01,2024-07-01,0
CUST-01052,2024-07-01,2025-03-01,8
CUST-01057,2024-11-01,2024-11-01,0
CUST-01059,2024-04-01,2024-04-01,0
CUST-01059,2024-04-01,2024-11-01,7
CUST-01060,2024-05-01,2024-05-01,0
CUST-01063,2024-03-01,2024-03-01,0
CUST-01064,2024-08-01,2024-08-01,0
CUST-01066,2024-02-01,2024-02-01,0
CUST-01066,2024-02-01,2024-10-01,8
CUST-01069,2024-06-01,2024-06-01,0
CUST-01069,2024-06-01,2024-10-01,4
CUST-01070,2025-06-01,2025-06-01,0
CUST-01073,2025-06-01,2025-06-01,0
CUST-01074,2025-04-01,2025-04-01,0
CUST-01079,2024-03-01,2024-03-01,0
CUST-01081,2024-07-01,2024-07-01,0
CUST-01082,2025-07-01,2025-07-01,0
CUST-01083,2025-02-01,2025-02-01,0
CUST-01089,2025-07-01,2025-07-01,0
CUST-01090,2024-12-01,2024-12-01,0
CUST-01092,2025-09-01,2025-09-01,0
CUST-01093,2024-12-01,2024-12-01,0
CUST-01094,2025-09-01,2025-09-01,0
CUST-01100,2024-09-01,2024-09-01,0
CUST-01101,2024-09-01,2024-09-01,0
CUST-01101,2024-09-01,2024-12-01,3
CUST-01102,2025-08-01,2025-08-01,0
CUST-01104,2024-04-01,2024-04-01,0
CUST-01104,2024-04-01,2024-09-01,5
CUST-01105,2025-07-01,2025-07-01,0
CUST-01106,2024-05-01,2024-05-01,0
CUST-01107,2024-10-01,2024-10-01,0
CUST-01108,2024-07-01,2024-07-01,0
CUST-01109,2025-02-01,2025-02-01,0
CUST-01109,2025-02-01,2025-06-01,4
CUST-01111,2024-12-01,2024-12-01,0
CUST-01112,2024-12-01,2024-12-01,0
CUST-01127,2025-02-01,2025-02-01,0
CUST-01129,2025-04-01,2025-04-01,0
CUST-01129,2025-04-01,2025-07-01,3
CUST-01132,2025-09-01,2025-09-01,0
CUST-01133,2024-11-01,2024-11-01,0
CUST-01134,2025-05-01,2025-05-01,0
CUST-01134,2025-05-01,2025-08-01,3
CUST-01136,2025-07-01,2025-07-01,0
CUST-01137,2024-08-01,2024-08-01,0
