customer_id,segment,source_channel,signup_date,region,company_name,email_opt_in
CUST-00102,HOMEOWNER,direct,09/10/2024,OH,,1
CUST-00103,homeowner,referral,2024-02-27,IL,,1
CUST-00104,homeowner,email_capture,01/25/2025,VA,,1
CUST-00104-dup,homeowner,email_capture,01/25/2025,va,,1
CUST-00105,homeowner,showroom_walkin,07/14/2024,WA,,1
CUST-00105-dup,homeowner,showroom_walkin,07/14/2024,wa,,1
CUST-00106,HOMEOWNER,email_capture,2025-05-05,CO,,1
CUST-00107,Designer,paid_social,2024-05-29,CA,,0
CUST-00108,homeowner,email_capture,07/09/2025,WA,,1
CUST-00109,HOMEOWNER,referral,2024-10-08,NJ,,1
CUST-00110,homeowner,organic_search,2024-08-19,GA,,1
CUST-00111,Homeowner,email_capture,2024-10-14,NJ,,1
CUST-00112,Trade,paid_social,03/21/2024,VA,Ashford Design Studio,1
CUST-00113,Commercial,trade_show,2024-10-06,OH,Ashford Studio,1
CUST-00114,TRADE,paid_social,2025-02-02,AZ,Northline Design Studio,0
CUST-00115,Homeowner,organic_search,06/20/2024,PA,,1
CUST-00115-nochan,Homeowner,,06/20/2024,PA,,1
CUST-00116,Designer,referral,2024-05-18,,,1
CUST-00117,Homeowner,paid_social,2025-02-06,NC,,1
CUST-00118,designer,architect_referral,2024-03-16,OH,,1
CUST-00119,HOMEOWNER,email_capture,2025-02-13,AZ,,1
CUST-00119-dup,HOMEOWNER,email_capture,2025-02-13,az,,1
CUST-00120,Commercial,trade_show,10/29/2024,PA,Northline Architecture Group,1
CUST-00121,HOMEOWNER,organic_search,2025-04-08,AZ,,1
CUST-00122,homeowner,showroom_walkin,2025-02-09,CA,,0
CUST-00123,designer,trade_show,12/22/2024,NC,,1
CUST-00124,designer,email_capture,07/22/2025,MN,,1
CUST-00125,designer,referral,06/20/2024,OR,,1
CUST-00126,Homeowner,paid_social,2024-09-10,GA,,1
CUST-00127,designer,organic_search,2024-10-26,GA,,0
CUST-00128,Homeowner,organic_search,2024-04-05,FL,,1
CUST-00129,Homeowner,paid_social,08/04/2024,MI,,1
CUST-00130,Homeowner,organic_search,2025-03-14,TX,,0
CUST-00131,Designer,organic_search,2025-05-03,OR,,1
CUST-00131-dup,Designer,organic_search,2025-05-03,or,,1
CUST-00132,homeowner,organic_search,03/13/2024,CO,,1
CUST-00133,Homeowner,organic_search,2024-05-06,MD,,1
CUST-00134,Trade,architect_referral,2024-09-02,MI,Meridian & Associates,1
CUST-00135,homeowner,referral,2024-06-05,MA,,1
CUST-00136,TRADE,organic_search,2024-02-26,GA,Cascade Architecture Group,1
CUST-00137,Trade,referral,2024-03-06,MA,Northline & Associates,1
CUST-00138,Homeowner,paid_social,11/23/2024,MA,,1
CUST-00139,Trade,showroom_walkin,2024-03-29,NJ,Ashford Interiors,1
CUST-00140,Trade,referral,01/07/2024,,Ashford Design Studio,0
CUST-00141,homeowner,email_capture,2025-06-16,PA,,1
CUST-00142,HOMEOWNER,organic_search,2025-04-22,AZ,,1
CUST-00143,homeowner,email_capture,2024-02-01,FL,,1
CUST-00144,trade,organic_search,03/07/2024,TX,Union Build Co.,1
CUST-00145,Homeowner,organic_search,2024-05-20,PA,,0
CUST-00146,Trade,showroom_walkin,2025-07-11,MI,Ashford Studio,1
CUST-00147,trade,email_capture,2024-06-12,NY,Meridian Construction,1
CUST-00148,Commercial,trade_show,06/26/2024,MN,Ashford Design + Build,0
CUST-00149,HOMEOWNER,email_capture,2025-05-19,NJ,,1
CUST-00150,homeowner,email_capture,2025-02-09,MD,,1
CUST-00151,DESIGNER,organic_search,2025-07-29,CT,,1
CUST-00152,Trade,trade_show,2025-08-02,NY,Cascade Design + Build,1
CUST-00153,Trade,architect_referral,2025-08-14,CO,Northline Design Studio,1
CUST-00154,Homeowner,email_capture,2024-06-17,CT,,1
CUST-00155,homeowner,referral,05/17/2025,IL,,1
CUST-00156,Homeowner,paid_social,01/25/2025,NC,,1
CUST-00157,TRADE,architect_referral,2025-03-04,NJ,Union Interiors,1
CUST-00158,homeowner,paid_social,2025-02-10,NJ,,1
CUST-00158-nochan,homeowner,,2025-02-10,NJ,,1
CUST-00159,homeowner,paid_social,2024-05-31,MD,,1
CUST-00160,homeowner,direct,08/31/2024,WA,,0
CUST-00160-nochan,homeowner,,08/31/2024,WA,,0
CUST-00161,homeowner,paid_social,02/20/2025,MI,,0
CUST-00162,Designer,organic_search,2024-02-01,CO,,1
CUST-00163,Homeowner,direct,2024-01-10,MI,,1
CUST-00164,homeowner,organic_search,11/05/2024,VA,,1
CUST-00164-dup,homeowner,organic_search,11/05/2024,va,,1
CUST-00165,designer,trade_show,11/01/2024,NY,,1
CUST-00166,trade,architect_referral,2025-02-17,AZ,Harbor & Associates,0
CUST-00167,trade,architect_referral,2025-07-25,MN,Union Build Co.,1
CUST-00168,DESIGNER,paid_social,2024-08-16,GA,,0
CUST-00169,COMMERCIAL,referral,2024-07-03,OR,Cascade Design + Build,1
CUST-00170,Designer,referral,2024-05-12,NY,,1
CUST-00171,DESIGNER,organic_search,2024-01-23,MD,,1
CUST-00172,designer,architect_referral,2025-03-04,NY,,1
CUST-00173,trade,trade_show,2024-06-01,OR,Northline Architecture Group,0
CUST-00174,TRADE,organic_search,2024-05-21,MN,Union Construction,0
CUST-00175,homeowner,direct,2024-06-19,NY,,1
CUST-00175-dup,homeowner,direct,2024-06-19,ny,,1
CUST-00176,Homeowner,organic_search,11/17/2024,CA,,1
CUST-00176-nochan,Homeowner,,11/17/2024,CA,,1
CUST-00177,Homeowner,referral,2024-04-07,PA,,1
CUST-00178,commercial,organic_search,06/09/2024,VA,Union Build Co.,1
CUST-00179,HOMEOWNER,email_capture,2024-01-19,NY,,1
CUST-00179-dup,HOMEOWNER,email_capture,2024-01-19,ny,,1
CUST-00180,trade,trade_show,2025-04-12,AZ,Harbor Interiors,1
CUST-00181,HOMEOWNER,organic_search,2024-08-15,CA,,1
CUST-00182,homeowner,direct,12/12/2024,NY,,1
CUST-00183,HOMEOWNER,email_capture,2024-06-30,MD,,1
CUST-00184,homeowner,direct,2025-07-14,AZ,,0
CUST-00185,Commercial,architect_referral,2025-06-30,GA,Coastal Design Studio,1
CUST-00186,DESIGNER,architect_referral,2024-02-18,FL,,0
CUST-00187,homeowner,referral,2024-07-20,TX,,1
CUST-00187-nochan,homeowner,,2024-07-20,TX,,1
CUST-00188,designer,direct,2024-11-04,MI,,1
CUST-00189,trade,paid_social,2025-07-10,NJ,Ashford Interiors,0
CUST-00190,Homeowner,referral,01/10/2024,NY,,1
CUST-00191,Homeowner,email_capture,2024-04-26,FL,,1
CUST-00192,Homeowner,referral,2024-08-06,PA,,1
CUST-00193,Homeowner,paid_social,2024-11-19,CA,,1
CUST-00194,Trade,architect_referral,2024-10-29,IL,Ashford Design Studio,1
CUST-00195,Homeowner,referral,2024-10-24,OR,,1
CUST-00196,Homeowner,organic_search,2024-07-17,AZ,,1
CUST-00197,Homeowner,referral,2024-06-28,CT,,1
CUST-00198,homeowner,email_capture,2025-04-28,IL,,1
CUST-00198-dup,homeowner,email_capture,2025-04-28,il,,1
CUST-00199,Homeowner,organic_search,2025-08-02,MD,,0
CUST-00200,homeowner,email_capture,02/17/2024,WA,,1
CUST-00201,Homeowner,organic_search,2025-01-22,NC,,0
CUST-00202,Homeowner,organic_search,10/14/2024,TX,,1
CUST-00203,Homeowner,referral,2024-06-13,IL,,1
CUST-00204,Designer,architect_referral,2024-03-28,TX,,0
CUST-00205,homeowner,organic_search,2024-07-26,VA,,1
CUST-00206,Homeowner,organic_search,06/26/2025,PA,,1
CUST-00207,Designer,organic_search,2024-05-17,MA,,1
CUST-00208,HOMEOWNER,referral,2025-08-01,NC,,0
CUST-00209,designer,architect_referral,2024-05-01,CO,,1
CUST-00210,HOMEOWNER,organic_search,2024-08-15,NC,,1
CUST-00211,HOMEOWNER,organic_search,02/06/2024,NC,,1
CUST-00212,homeowner,referral,2024-07-18,OH,,1
CUST-00213,homeowner,organic_search,2024-12-13,OH,,0
CUST-00214,homeowner,email_capture,2025-05-02,AZ,,0
CUST-00215,Homeowner,showroom_walkin,2024-09-28,TX,,1
CUST-00216,commercial,direct,2024-10-08,MI,Bramble Studio,1
CUST-00217,Homeowner,paid_social,2024-06-27,OH,,1
CUST-00218,Homeowner,direct,2024-10-13,OH,,1
CUST-00219,Homeowner,paid_social,2024-09-13,NJ,,1
CUST-00220,homeowner,direct,2024-07-22,MD,,1
CUST-00221,Designer,direct,01/25/2025,CT,,1
CUST-00222,Commercial,architect_referral,2025-06-17,OH,Cascade Design Studio,1
CUST-00223,Homeowner,organic_search,2025-04-29,NJ,,1
CUST-00224,homeowner,direct,2024-10-05,NJ,,0
CUST-00224-dup,homeowner,direct,2024-10-05,nj,,0
CUST-00225,Designer,showroom_walkin,06/30/2025,GA,,1
CUST-00226,trade,trade_show,2024-07-12,PA,Coastal Studio,1
CUST-00227,Trade,trade_show,03/11/2024,MN,Northline & Associates,1
CUST-00228,Homeowner,paid_social,05/25/2025,NC,,1
CUST-00229,homeowner,email_capture,2024-07-22,OH,,1
CUST-00230,Homeowner,showroom_walkin,2025-07-16,VA,,1
CUST-00230-nochan,Homeowner,,2025-07-16,VA,,1
CUST-00231,HOMEOWNER,organic_search,10/09/2024,MD,,1
CUST-00231-nochan,HOMEOWNER,,10/09/2024,MD,,1
CUST-00232,trade,architect_referral,2025-03-25,,Coastal Design + Build,1
CUST-00233,HOMEOWNER,organic_search,2025-01-10,,,1
CUST-00234,HOMEOWNER,paid_social,2024-11-25,NY,,1
CUST-00235,homeowner,referral,03/13/2024,CA,,1
CUST-00236,HOMEOWNER,organic_search,2025-06-22,CO,,0
CUST-00237,Designer,architect_referral,2025-03-13,NY,,1
CUST-00238,Homeowner,architect_referral,2025-03-16,AZ,,1
CUST-00239,trade,trade_show,2025-08-07,MD,Harbor & Associates,1
CUST-00240,designer,direct,2024-11-03,WA,,1
CUST-00241,Trade,trade_show,2024-11-08,VA,Cascade Design + Build,1
CUST-00242,Homeowner,organic_search,2025-02-08,MD,,1
CUST-00243,TRADE,trade_show,03/27/2025,WA,Meridian Interiors,1
CUST-00244,HOMEOWNER,direct,2024-11-08,OH,,1
CUST-00245,Designer,email_capture,01/19/2024,FL,,1
CUST-00246,Trade,trade_show,08/24/2024,FL,Northline Design + Build,1
CUST-00247,homeowner,email_capture,05/28/2025,MA,,1
CUST-00247-nochan,homeowner,,05/28/2025,MA,,1
CUST-00248,Homeowner,organic_search,05/21/2024,MD,,1
CUST-00249,Trade,direct,02/27/2025,PA,Bramble Build Co.,1
CUST-00250,DESIGNER,paid_social,2024-08-25,CO,,1
CUST-00251,Trade,trade_show,11/28/2024,OH,Coastal Studio,1
CUST-00252,Designer,showroom_walkin,2025-06-12,WA,,1
CUST-00253,Homeowner,direct,2024-07-25,OH,,1
CUST-00254,Designer,organic_search,06/23/2024,AZ,,1
CUST-00255,homeowner,direct,2025-07-10,CA,,1
CUST-00256,Homeowner,organic_search,2024-12-23,WA,,1
CUST-00257,designer,referral,02/06/2024,OR,,1
CUST-00258,designer,organic_search,2025-06-25,OR,,1
CUST-00258-dup,designer,organic_search,2025-06-25,or,,1
CUST-00259,Designer,organic_search,02/28/2025,PA,,1
CUST-00260,Homeowner,organic_search,2024-05-19,MI,,1
CUST-00261,homeowner,referral,08/01/2025,AZ,,1
CUST-00262,homeowner,organic_search,11/11/2024,AZ,,1
CUST-00263,homeowner,organic_search,01/18/2025,WA,,0
CUST-00264,Commercial,trade_show,05/15/2024,TX,Union Studio,1
CUST-00265,homeowner,paid_social,2024-02-17,NY,,1
CUST-00266,homeowner,paid_social,2024-12-12,NJ,,1
CUST-00266-nochan,homeowner,,2024-12-12,NJ,,1
CUST-00267,Homeowner,trade_show,06/30/2025,OR,,1
CUST-00268,homeowner,showroom_walkin,04/21/2025,MI,,1
CUST-00268-dup,homeowner,showroom_walkin,04/21/2025,mi,,1
CUST-00269,homeowner,organic_search,04/19/2024,AZ,,1
CUST-00270,Homeowner,email_capture,2025-08-10,MI,,1
CUST-00271,homeowner,showroom_walkin,2024-04-02,TX,,0
CUST-00272,commercial,architect_referral,2025-06-06,FL,Bramble Design Studio,1
CUST-00272-nochan,commercial,,2025-06-06,FL,Bramble Design Studio,1
CUST-00273,TRADE,direct,2024-08-28,PA,Coastal Design + Build,1
CUST-00273-dup,TRADE,direct,2024-08-28,pa,Coastal Design + Build,1
CUST-00274,trade,trade_show,2025-03-11,CT,Coastal & Associates,1
CUST-00275,Commercial,organic_search,2025-06-23,MA,Northline Architecture Group,1
CUST-00276,DESIGNER,trade_show,2024-12-17,NJ,,1
CUST-00277,HOMEOWNER,showroom_walkin,2024-01-28,GA,,1
CUST-00278,HOMEOWNER,showroom_walkin,2025-05-11,MN,,0
CUST-00279,homeowner,paid_social,2025-06-29,CO,,1
CUST-00280,Homeowner,referral,2025-04-17,CO,,1
CUST-00281,Trade,direct,2024-05-04,NY,Cascade Studio,1
CUST-00282,Homeowner,paid_social,2024-03-18,OH,,1
CUST-00283,homeowner,paid_social,2024-07-24,CT,,1
CUST-00284,homeowner,showroom_walkin,2025-02-04,,,1
CUST-00285,Homeowner,organic_search,2025-01-28,MI,,1
CUST-00286,HOMEOWNER,paid_social,10/23/2024,TX,,1
CUST-00286-dup,HOMEOWNER,paid_social,10/23/2024,tx,,1
CUST-00287,homeowner,organic_search,2025-03-24,TX,,1
CUST-00288,homeowner,referral,2024-03-14,WA,,1
CUST-00289,designer,architect_referral,2024-04-18,NY,,1
CUST-00290,DESIGNER,referral,2025-08-12,NJ,,1
CUST-00291,Trade,organic_search,05/13/2025,,Cascade Architecture Group,1
CUST-00292,homeowner,organic_search,10/04/2024,VA,,1
CUST-00293,homeowner,direct,11/04/2024,NC,,1
CUST-00294,homeowner,paid_social,2024-08-02,PA,,1
CUST-00295,designer,direct,08/23/2024,NY,,1
CUST-00296,homeowner,organic_search,2025-04-21,OH,,1
CUST-00297,trade,trade_show,08/09/2024,MD,Union Construction,1
CUST-00297-nochan,trade,,08/09/2024,MD,Union Construction,1
CUST-00298,commercial,referral,2024-10-29,CO,Northline Design Studio,1
CUST-00299,Homeowner,referral,2024-03-13,FL,,1
CUST-00300,homeowner,referral,2024-03-09,NJ,,1
CUST-00301,homeowner,paid_social,09/30/2024,VA,,1
CUST-00302,Homeowner,paid_social,2024-07-02,GA,,1
CUST-00303,HOMEOWNER,paid_social,11/30/2024,MI,,1
CUST-00304,Homeowner,organic_search,2024-11-20,MD,,1
CUST-00305,homeowner,organic_search,2025-07-13,VA,,1
CUST-00306,HOMEOWNER,referral,03/28/2025,AZ,,1
CUST-00307,Commercial,direct,2025-02-07,TX,Harbor Design + Build,1
CUST-00307-dup,Commercial,direct,2025-02-07,tx,Harbor Design + Build,1
CUST-00308,Homeowner,paid_social,2025-06-21,AZ,,0
CUST-00309,Designer,architect_referral,2024-05-20,TX,,1
CUST-00310,designer,referral,2024-01-28,CA,,1
CUST-00310-dup,designer,referral,2024-01-28,ca,,1
CUST-00311,homeowner,showroom_walkin,2024-05-02,NC,,1
CUST-00312,Designer,organic_search,2024-07-17,MN,,1
CUST-00313,trade,trade_show,2025-06-22,NJ,Northline Studio,1
CUST-00314,Designer,organic_search,2024-05-11,IL,,1
CUST-00315,homeowner,organic_search,2024-09-16,WA,,1
CUST-00316,trade,trade_show,2025-06-01,MD,Harbor Interiors,1
CUST-00317,homeowner,paid_social,2024-08-07,VA,,1
CUST-00318,homeowner,direct,2024-07-12,OR,,1
CUST-00319,HOMEOWNER,paid_social,2024-07-22,AZ,,1
CUST-00320,homeowner,email_capture,2024-01-31,NY,,1
CUST-00321,Designer,referral,2024-09-24,NJ,,1
CUST-00322,Designer,referral,04/22/2024,MD,,1
CUST-00323,Homeowner,paid_social,2025-01-21,CT,,1
CUST-00324,homeowner,paid_social,2024-09-07,CO,,1
CUST-00325,HOMEOWNER,paid_social,12/13/2024,MN,,1
CUST-00326,HOMEOWNER,organic_search,2024-02-18,GA,,1
CUST-00327,homeowner,referral,2025-04-09,NJ,,1
CUST-00328,Homeowner,organic_search,04/18/2025,IL,,1
CUST-00329,Designer,direct,2024-09-30,GA,,1
CUST-00330,homeowner,showroom_walkin,01/21/2024,WA,,1
CUST-00330-nochan,homeowner,,01/21/2024,WA,,1
CUST-00331,homeowner,organic_search,08/17/2025,VA,,0
CUST-00332,homeowner,email_capture,2024-11-20,NJ,,1
CUST-00333,TRADE,trade_show,09/16/2024,NJ,Ashford Architecture Group,1
CUST-00334,Homeowner,direct,05/18/2025,MI,,0
CUST-00335,Homeowner,organic_search,2024-07-07,OH,,1
CUST-00336,homeowner,direct,2024-05-16,MA,,1
CUST-00337,homeowner,organic_search,2024-06-21,WA,,1
CUST-00338,homeowner,paid_social,2024-05-13,PA,,1
CUST-00339,DESIGNER,architect_referral,03/09/2025,CT,,1
CUST-00340,Homeowner,paid_social,2025-01-25,GA,,1
CUST-00341,commercial,trade_show,2024-10-14,NC,Bramble Construction,1
CUST-00342,commercial,architect_referral,2024-06-03,NJ,Union Design Studio,1
CUST-00343,Trade,direct,2024-05-06,NC,Bramble Build Co.,1
CUST-00344,commercial,organic_search,08/07/2025,MN,Northline Interiors,1
CUST-00345,Commercial,email_capture,08/05/2025,IL,Harbor Construction,1
CUST-00345-nochan,Commercial,,08/05/2025,IL,Harbor Construction,1
CUST-00346,Homeowner,showroom_walkin,2024-05-14,NC,,1
CUST-00347,Homeowner,email_capture,2024-08-17,IL,,1
CUST-00348,designer,direct,06/09/2025,NY,,1
CUST-00349,Trade,trade_show,09/28/2024,AZ,Cascade Interiors,1
CUST-00350,Designer,paid_social,01/04/2025,FL,,1
CUST-00351,Homeowner,organic_search,2024-06-05,OH,,1
CUST-00352,Commercial,organic_search,02/13/2025,MI,Union Interiors,1
CUST-00353,Designer,architect_referral,2025-04-24,IL,,1
CUST-00354,HOMEOWNER,referral,01/19/2024,NC,,1
CUST-00355,trade,trade_show,2024-04-16,WA,Union & Associates,0
CUST-00356,homeowner,referral,06/03/2025,NY,,1
CUST-00357,homeowner,direct,06/06/2024,NC,,1
CUST-00357-dup,homeowner,direct,06/06/2024,nc,,1
CUST-00358,trade,showroom_walkin,06/01/2025,MN,Ashford Studio,1
CUST-00359,HOMEOWNER,architect_referral,2025-06-13,OR,,1
CUST-00359-dup,HOMEOWNER,architect_referral,2025-06-13,or,,1
CUST-00360,Homeowner,direct,2025-07-20,GA,,1
CUST-00361,designer,architect_referral,02/18/2025,TX,,1
CUST-00362,Homeowner,organic_search,2025-06-07,NJ,,1
CUST-00363,designer,referral,02/18/2024,NY,,1
CUST-00364,homeowner,showroom_walkin,2024-04-17,AZ,,1
CUST-00365,homeowner,paid_social,05/16/2025,PA,,1
CUST-00366,homeowner,paid_social,01/18/2025,GA,,1
CUST-00366-dup,homeowner,paid_social,01/18/2025,ga,,1
CUST-00367,Homeowner,organic_search,2025-05-15,CA,,1
CUST-00368,Designer,organic_search,2024-11-29,OR,,1
CUST-00369,Homeowner,organic_search,2024-11-12,NJ,,1
CUST-00370,homeowner,trade_show,2025-05-29,CA,,0
CUST-00371,homeowner,paid_social,06/24/2025,AZ,,1
CUST-00372,trade,paid_social,07/26/2024,CO,Meridian & Associates,1
CUST-00373,homeowner,direct,2025-05-27,TX,,1
CUST-00374,trade,referral,2025-06-06,GA,Northline Construction,1
CUST-00375,HOMEOWNER,paid_social,2024-11-21,AZ,,0
CUST-00376,Designer,architect_referral,2025-07-05,OR,,1
CUST-00377,DESIGNER,architect_referral,07/15/2024,OR,,1
CUST-00378,homeowner,organic_search,2025-05-27,MI,,1
CUST-00379,Homeowner,direct,2024-07-15,CA,,1
CUST-00380,HOMEOWNER,email_capture,2025-06-29,OH,,1
CUST-00381,designer,email_capture,2024-09-12,TX,,1
CUST-00381-dup,designer,email_capture,2024-09-12,tx,,1
CUST-00382,designer,referral,2024-09-13,CO,,1
CUST-00383,Designer,showroom_walkin,2024-10-28,FL,,1
CUST-00384,Trade,paid_social,06/05/2025,MA,Union & Associates,1
CUST-00385,homeowner,organic_search,07/24/2024,TX,,1
CUST-00386,Trade,trade_show,02/13/2025,MN,Harbor Design + Build,1
CUST-00387,homeowner,organic_search,2024-06-29,MA,,1
CUST-00388,homeowner,paid_social,2025-01-18,AZ,,0
CUST-00389,homeowner,showroom_walkin,2025-04-26,CT,,1
CUST-00390,designer,architect_referral,2024-02-07,TX,,1
CUST-00391,Homeowner,paid_social,2025-05-24,AZ,,1
CUST-00392,Homeowner,organic_search,2025-01-03,WA,,1
