user_id,segment,activity_date,cohort_date
CUST-00137,trade,2024-03-30,2024-03-30
CUST-00140,trade,2024-02-16,2024-02-16
CUST-00141,homeowner,2025-07-11,2025-07-11
CUST-00142,homeowner,2025-06-01,2025-06-01
CUST-00144,trade,2024-03-26,2024-03-26
CUST-00149,homeowner,2025-06-14,2025-06-14
CUST-00152,trade,2025-10-06,2025-10-06
CUST-00155,homeowner,2025-06-03,2025-06-03
CUST-00157,trade,2025-05-09,2025-05-09
CUST-00159,homeowner,2024-07-16,2024-07-16
CUST-00160,homeowner,2024-10-04,2024-10-04
CUST-00161,homeowner,2025-03-31,2025-03-31
CUST-00162,designer,2024-03-20,2024-03-20
CUST-00168,designer,2024-10-06,2024-10-06
CUST-00168,designer,2025-01-25,2024-10-06
CUST-00169,commercial,2024-08-30,2024-08-30
CUST-00170,designer,2024-06-29,2024-06-29
CUST-00171,designer,2024-03-06,2024-03-06
CUST-00171,designer,2024-10-29,2024-03-06
CUST-00172,designer,2025-04-01,2025-04-01
CUST-00175,homeowner,2024-08-19,2024-08-19
CUST-00181,homeowner,2024-09-01,2024-09-01
CUST-00183,homeowner,2024-08-09,2024-08-09
CUST-00184,homeowner,2025-09-04,2025-09-04
CUST-00185,commercial,2025-08-24,2025-08-24
CUST-00187,homeowner,2024-08-24,2024-08-24
CUST-00191,homeowner,2024-05-24,2024-05-24
CUST-00192,homeowner,2024-08-19,2024-08-19
CUST-00193,homeowner,2024-12-03,2024-12-03
CUST-00193,homeowner,2025-03-13,2024-12-03
CUST-00194,trade,2024-12-16,2024-12-16
CUST-00196,homeowner,2024-09-22,2024-09-22
CUST-00205,homeowner,2024-09-22,2024-09-22
CUST-00207,designer,2024-05-30,2024-05-30
CUST-00210,homeowner,2024-09-22,2024-09-22
CUST-00211,homeowner,2024-03-01,2024-03-01
CUST-00213,homeowner,2025-01-27,2025-01-27
CUST-00217,homeowner,2024-08-09,2024-08-09
CUST-00218,homeowner,2024-11-03,2024-11-03
CUST-00221,designer,2025-03-13,2025-03-13
CUST-00223,homeowner,2025-06-15,2025-06-15
CUST-00225,designer,2025-08-21,2025-08-21
CUST-00228,homeowner,2025-07-07,2025-07-07
CUST-00231,homeowner,2024-12-22,2024-12-22
CUST-00235,homeowner,2024-05-17,2024-05-17
CUST-00238,homeowner,2025-04-14,2025-04-14
CUST-00241,trade,2024-12-20,2024-12-20
CUST-00241,trade,2025-05-31,2024-12-20
CUST-00242,homeowner,2025-03-19,2025-03-19
CUST-00246,trade,2024-09-15,2024-09-15
CUST-00246,trade,2025-02-10,2024-09-15
CUST-00247,homeowner,2025-08-06,2025-08-06
CUST-00248,homeowner,2024-07-06,2024-07-06
CUST-00250,designer,2024-10-05,2024-10-05
CUST-00250,designer,2025-05-24,2024-10-05
CUST-00252,designer,2025-08-05,2025-08-05
CUST-00257,designer,2024-03-14,2024-03-14
CUST-00258,designer,2025-08-21,2025-08-21
CUST-00259,designer,2025-04-05,2025-04-05
CUST-00259,designer,2025-08-27,2025-04-05
CUST-00261,homeowner,2025-08-17,2025-08-17
CUST-00265,homeowner,2024-03-10,2024-03-10
CUST-00265,homeowner,2024-09-24,2024-03-10
CUST-00268,homeowner,2025-06-18,2025-06-18
CUST-00269,homeowner,2024-06-22,2024-06-22
CUST-00271,homeowner,2024-06-07,2024-06-07
CUST-00273,trade,2024-09-22,2024-09-22
CUST-00273,trade,2024-12-26,2024-09-22
CUST-00276,designer,2025-02-21,2025-02-21
CUST-00278,homeowner,2025-07-10,2025-07-10
CUST-00279,homeowner,2025-08-23,2025-08-23
CUST-00280,homeowner,2025-06-08,2025-06-08
CUST-00280,homeowner,2025-08-30,2025-06-08
CUST-00283,homeowner,2024-08-31,2024-08-31
CUST-00287,homeowner,2025-04-18,2025-04-18
CUST-00290,designer,2025-09-19,2025-09-19
CUST-00293,homeowner,2024-12-10,2024-12-10
CUST-00295,designer,2024-10-01,2024-10-01
CUST-00297,trade,2024-09-25,2024-09-25
CUST-00297,trade,2025-04-15,2024-09-25
CUST-00298,commercial,2024-12-04,2024-12-04
CUST-00299,homeowner,2024-05-06,2024-05-06
CUST-00301,homeowner,2024-11-18,2024-11-18
CUST-00302,homeowner,2024-08-11,2024-08-11
CUST-00302,homeowner,2025-05-21,2024-08-11
CUST-00303,homeowner,2025-01-03,2025-01-03
CUST-00306,homeowner,2025-05-23,2025-05-23
CUST-00307,commercial,2025-03-07,2025-03-07
CUST-00310,designer,2024-02-16,2024-02-16
CUST-00311,homeowner,2024-05-19,2024-05-19
CUST-00312,designer,2024-08-23,2024-08-23
CUST-00312,designer,2024-12-16,2024-08-23
CUST-00314,designer,2024-05-19,2024-05-19
CUST-00317,homeowner,2024-09-13,2024-09-13
CUST-00319,homeowner,2024-09-15,2024-09-15
CUST-00319,homeowner,2025-03-10,2024-09-15
CUST-00324,homeowner,2024-10-21,2024-10-21
CUST-00324,homeowner,2025-03-11,2024-10-21
CUST-00326,homeowner,2024-03-05,2024-03-05
CUST-00329,designer,2024-11-07,2024-11-07
CUST-00331,homeowner,2025-09-22,2025-09-22
CUST-00337,homeowner,2024-08-12,2024-08-12
CUST-00338,homeowner,2024-07-15,2024-07-15
CUST-00344,commercial,2025-09-06,2025-09-06
CUST-00345,commercial,2025-10-11,2025-10-11
CUST-00348,designer,2025-08-23,2025-08-23
CUST-00350,designer,2025-02-26,2025-02-26
CUST-00352,commercial,2025-04-08,2025-04-08
CUST-00353,designer,2025-06-28,2025-06-28
CUST-00354,homeowner,2024-02-18,2024-02-18
CUST-00359,homeowner,2025-07-26,2025-07-26
CUST-00364,homeowner,2024-05-28,2024-05-28
CUST-00365,homeowner,2025-06-03,2025-06-03
CUST-00371,homeowner,2025-07-07,2025-07-07
CUST-00372,trade,2024-09-23,2024-09-23
CUST-00373,homeowner,2025-06-07,2025-06-07
CUST-00375,homeowner,2024-12-04,2024-12-04
CUST-00376,designer,2025-08-13,2025-08-13
CUST-00377,designer,2024-08-22,2024-08-22
CUST-00379,homeowner,2024-08-30,2024-08-30
CUST-00382,designer,2024-10-03,2024-10-03
CUST-00382,designer,2025-01-03,2024-10-03
CUST-00383,designer,2024-12-29,2024-12-29
CUST-00383,designer,2025-03-25,2024-12-29
CUST-00384,trade,2025-07-30,2025-07-30
CUST-00385,homeowner,2024-09-29,2024-09-29
CUST-00387,homeowner,2024-08-14,2024-08-14
CUST-00387,homeowner,2024-11-18,2024-08-14
CUST-00390,designer,2024-04-01,2024-04-01
CUST-00395,homeowner,2025-04-22,2025-04-22
CUST-00396,homeowner,2025-01-11,2025-01-11
CUST-00400,homeowner,2025-05-15,2025-05-15
CUST-00401,trade,2025-05-24,2025-05-24
CUST-00403,trade,2024-04-23,2024-04-23
CUST-00404,trade,2024-08-21,2024-08-21
CUST-00407,designer,2024-03-23,2024-03-23
CUST-00407,designer,2024-11-02,2024-03-23
CUST-00408,commercial,2024-12-01,2024-12-01
CUST-00408,commercial,2025-06-19,2024-12-01
CUST-00410,homeowner,2024-07-13,2024-07-13
CUST-00411,homeowner,2025-03-20,2025-03-20
CUST-00414,homeowner,2025-07-13,2025-07-13
CUST-00415,designer,2024-07-21,2024-07-21
CUST-00416,trade,2024-04-14,2024-04-14
CUST-00416,trade,2024-08-06,2024-04-14
CUST-00428,commercial,2024-08-11,2024-08-11
CUST-00429,homeowner,2024-12-07,2024-12-07
CUST-00432,designer,2025-06-21,2025-06-21
CUST-00438,commercial,2024-09-16,2024-09-16
CUST-00439,homeowner,2025-02-20,2025-02-20
CUST-00440,trade,2025-08-10,2025-08-10
CUST-00446,homeowner,2025-05-30,2025-05-30
CUST-00451,homeowner,2024-04-30,2024-04-30
CUST-00452,homeowner,2024-11-26,2024-11-26
CUST-00453,homeowner,2025-02-28,2025-02-28
CUST-00455,trade,2025-09-04,2025-09-04
CUST-00456,designer,2024-02-06,2024-02-06
CUST-00456,designer,2024-11-18,2024-02-06
CUST-00459,trade,2025-02-16,2025-02-16
CUST-00459,trade,2025-06-02,2025-02-16
CUST-00461,homeowner,2024-06-11,2024-06-11
CUST-00461,homeowner,2024-08-12,2024-06-11
CUST-00462,trade,2024-05-05,2024-05-05
CUST-00465,homeowner,2024-07-11,2024-07-11
CUST-00466,designer,2024-01-30,2024-01-30
CUST-00466,designer,2024-10-27,2024-01-30
CUST-00468,designer,2025-03-23,2025-03-23
CUST-00470,homeowner,2025-02-15,2025-02-15
CUST-00470,homeowner,2025-07-16,2025-02-15
CUST-00471,homeowner,2025-02-22,2025-02-22
CUST-00473,trade,2024-05-17,2024-05-17
CUST-00474,homeowner,2024-12-20,2024-12-20
CUST-00476,homeowner,2025-01-25,2025-01-25
CUST-00477,designer,2024-05-13,2024-05-13
CUST-00479,commercial,2025-01-14,2025-01-14
CUST-00485,homeowner,2024-03-27,2024-03-27
CUST-00485,homeowner,2024-11-04,2024-03-27
CUST-00486,homeowner,2024-06-11,2024-06-11
CUST-00486,homeowner,2024-11-15,2024-06-11
CUST-00487,homeowner,2024-09-30,2024-09-30
CUST-00487,homeowner,2025-04-04,2024-09-30
CUST-00488,homeowner,2024-04-14,2024-04-14
CUST-00488,homeowner,2024-10-24,2024-04-14
CUST-00489,homeowner,2024-07-11,2024-07-11
CUST-00490,homeowner,2025-06-13,2025-06-13
CUST-00492,homeowner,2025-07-23,2025-07-23
CUST-00493,designer,2024-02-16,2024-02-16
CUST-00498,homeowner,2024-04-19,2024-04-19
CUST-00499,homeowner,2024-08-20,2024-08-20
CUST-00502,designer,2024-11-09,2024-11-09
CUST-00503,homeowner,2024-01-30,2024-01-30
CUST-00505,designer,2024-02-17,2024-02-17
CUST-00507,trade,2024-07-13,2024-07-13
CUST-00509,commercial,2024-11-07,2024-11-07
CUST-00510,homeowner,2025-05-25,2025-05-25
CUST-00512,homeowner,2024-06-22,2024-06-22
CUST-00512,homeowner,2024-12-02,2024-06-22
CUST-00516,designer,2025-06-11,2025-06-11
CUST-00517,homeowner,2024-11-17,2024-11-17
CUST-00518,designer,2024-10-29,2024-10-29
CUST-00518,designer,2024-12-29,2024-10-29
CUST-00520,designer,2025-09-05,2025-09-05
CUST-00522,trade,2025-06-27,2025-06-27
CUST-00523,designer,2025-08-12,2025-08-12
CUST-00526,trade,2024-12-04,2024-12-04
CUST-00530,designer,2024-09-30,2024-09-30
CUST-00531,homeowner,2024-05-08,2024-05-08
CUST-00533,trade,2025-02-06,2025-02-06
CUST-00535,homeowner,2024-04-23,2024-04-23
CUST-00536,homeowner,2025-02-14,2025-02-14
CUST-00539,homeowner,2024-12-27,2024-12-27
CUST-00540,homeowner,2024-02-03,2024-02-03
CUST-00541,homeowner,2024-12-25,2024-12-25
CUST-00542,designer,2024-09-09,2024-09-09
CUST-00543,homeowner,2024-11-26,2024-11-26
CUST-00546,homeowner,2024-06-19,2024-06-19
CUST-00548,designer,2025-06-04,2025-06-04
CUST-00552,homeowner,2025-09-27,2025-09-27
CUST-00556,homeowner,2024-02-21,2024-02-21
CUST-00557,homeowner,2024-08-29,2024-08-29
CUST-00559,designer,2025-04-10,2025-04-10
CUST-00560,trade,2024-02-06,2024-02-06
CUST-00562,homeowner,2024-03-03,2024-03-03
CUST-00563,trade,2025-05-30,2025-05-30
CUST-00564,homeowner,2025-03-23,2025-03-23
CUST-00566,homeowner,2024-09-29,2024-09-29
CUST-00569,designer,2024-03-06,2024-03-06
CUST-00569,designer,2024-08-08,2024-03-06
CUST-00570,homeowner,2024-10-14,2024-10-14
CUST-00570,homeowner,2025-01-05,2024-10-14
CUST-00571,homeowner,2024-02-06,2024-02-06
CUST-00573,homeowner,2024-03-01,2024-03-01
CUST-00574,homeowner,2024-05-27,2024-05-27
CUST-00576,homeowner,2025-10-02,2025-10-02
CUST-00579,homeowner,2024-04-29,2024-04-29
CUST-00580,homeowner,2024-09-06,2024-09-06
CUST-00580,homeowner,2025-01-27,2024-09-06
CUST-00581,designer,2024-12-23,2024-12-23
CUST-00585,homeowner,2024-09-09,2024-09-09
CUST-00587,designer,2024-09-08,2024-09-08
CUST-00590,homeowner,2024-06-04,2024-06-04
CUST-00591,homeowner,2025-01-26,2025-01-26
CUST-00593,homeowner,2025-02-12,2025-02-12
CUST-00595,designer,2024-10-18,2024-10-18
CUST-00598,homeowner,2025-08-09,2025-08-09
CUST-00601,homeowner,2024-09-05,2024-09-05
CUST-00602,commercial,2025-02-18,2025-02-18
CUST-00604,homeowner,2025-01-14,2025-01-14
CUST-00607,designer,2025-09-11,2025-09-11
CUST-00608,homeowner,2025-08-28,2025-08-28
CUST-00609,homeowner,2024-11-02,2024-11-02
CUST-00610,homeowner,2024-05-21,2024-05-21
CUST-00611,trade,2024-12-05,2024-12-05
CUST-00612,homeowner,2024-07-04,2024-07-04
CUST-00613,homeowner,2024-06-01,2024-06-01
CUST-00615,homeowner,2024-10-28,2024-10-28
CUST-00616,designer,2024-07-31,2024-07-31
CUST-00616,designer,2025-04-13,2024-07-31
CUST-00617,homeowner,2025-07-14,2025-07-14
CUST-00619,homeowner,2024-10-19,2024-10-19
CUST-00621,homeowner,2024-05-27,2024-05-27
CUST-00621,homeowner,2024-11-22,2024-05-27
CUST-00627,homeowner,2024-05-24,2024-05-24
CUST-00630,homeowner,2024-10-08,2024-10-08
CUST-00632,designer,2025-07-21,2025-07-21
CUST-00634,designer,2025-04-14,2025-04-14
CUST-00636,designer,2025-06-11,2025-06-11
CUST-00637,designer,2024-04-07,2024-04-07
CUST-00639,trade,2025-02-12,2025-02-12
CUST-00640,homeowner,2024-12-29,2024-12-29
CUST-00642,designer,2025-07-28,2025-07-28
CUST-00644,homeowner,2024-10-21,2024-10-21
CUST-00646,homeowner,2024-06-27,2024-06-27
CUST-00649,homeowner,2025-07-12,2025-07-12
CUST-00650,commercial,2024-11-26,2024-11-26
CUST-00650,commercial,2025-05-04,2024-11-26
CUST-00652,commercial,2025-04-20,2025-04-20
CUST-00653,homeowner,2025-05-05,2025-05-05
CUST-00654,trade,2025-08-05,2025-08-05
CUST-00656,homeowner,2025-02-01,2025-02-01
CUST-00657,trade,2025-06-17,2025-06-17
CUST-00661,homeowner,2025-02-26,2025-02-26
CUST-00663,trade,2025-06-21,2025-06-21
CUST-00664,homeowner,2025-05-11,2025-05-11
CUST-00666,homeowner,2025-01-05,2025-01-05
CUST-00668,homeowner,2024-07-12,2024-07-12
CUST-00670,designer,2024-09-09,2024-09-09
CUST-00673,designer,2025-09-21,2025-09-21
CUST-00675,homeowner,2024-04-05,2024-04-05
CUST-00676,homeowner,2024-07-25,2024-07-25
CUST-00677,homeowner,2024-03-02,2024-03-02
CUST-00683,trade,2024-11-19,2024-11-19
CUST-00683,trade,2025-03-03,2024-11-19
CUST-00684,homeowner,2025-07-01,2025-07-01
CUST-00686,trade,2025-02-14,2025-02-14
CUST-00687,homeowner,2024-06-06,2024-06-06
CUST-00689,trade,2025-10-02,2025-10-02
CUST-00692,homeowner,2025-10-21,2025-10-21
CUST-00693,homeowner,2025-01-23,2025-01-23
CUST-00694,homeowner,2025-04-07,2025-04-07
CUST-00695,trade,2024-06-04,2024-06-04
CUST-00697,commercial,2025-03-18,2025-03-18
CUST-00700,homeowner,2024-10-28,2024-10-28
CUST-00702,designer,2024-11-05,2024-11-05
CUST-00702,designer,2025-05-01,2024-11-05
CUST-00703,homeowner,2024-12-30,2024-12-30
CUST-00705,homeowner,2024-10-07,2024-10-07
CUST-00706,commercial,2024-09-12,2024-09-12
CUST-00712,homeowner,2025-03-27,2025-03-27
CUST-00714,homeowner,2025-07-29,2025-07-29
CUST-00717,homeowner,2025-09-28,2025-09-28
CUST-00718,designer,2025-03-25,2025-03-25
CUST-00721,homeowner,2025-09-09,2025-09-09
CUST-00722,homeowner,2025-03-17,2025-03-17
CUST-00727,homeowner,2025-10-27,2025-10-27
CUST-00730,trade,2025-01-09,2025-01-09
CUST-00730,trade,2025-07-26,2025-01-09
CUST-00732,homeowner,2024-10-28,2024-10-28
CUST-00734,trade,2025-02-04,2025-02-04
CUST-00735,designer,2024-05-26,2024-05-26
CUST-00741,homeowner,2024-05-06,2024-05-06
CUST-00744,homeowner,2024-12-12,2024-12-12
CUST-00745,homeowner,2025-04-10,2025-04-10
CUST-00746,designer,2024-11-13,2024-11-13
CUST-00747,designer,2025-10-22,2025-10-22
CUST-00749,homeowner,2024-05-14,2024-05-14
CUST-00754,homeowner,2025-04-28,2025-04-28
CUST-00756,homeowner,2025-09-19,2025-09-19
CUST-00758,trade,2025-10-04,2025-10-04
CUST-00764,designer,2025-01-01,2025-01-01
CUST-00766,homeowner,2025-07-17,2025-07-17
CUST-00767,homeowner,2025-02-28,2025-02-28
CUST-00770,designer,2024-02-05,2024-02-05
CUST-00772,trade,2025-06-08,2025-06-08
CUST-00774,commercial,2024-12-14,2024-12-14
CUST-00775,designer,2024-12-05,2024-12-05
CUST-00776,designer,2025-06-18,2025-06-18
CUST-00777,trade,2024-07-18,2024-07-18
CUST-00778,commercial,2025-01-24,2025-01-24
CUST-00778,commercial,2025-07-26,2025-01-24
CUST-00780,homeowner,2024-12-08,2024-12-08
CUST-00781,homeowner,2024-03-23,2024-03-23
CUST-00783,trade,2024-07-19,2024-07-19
CUST-00789,designer,2025-04-15,2025-04-15
CUST-00794,homeowner,2025-09-11,2025-09-11
CUST-00799,homeowner,2025-01-20,2025-01-20
CUST-00801,homeowner,2024-03-11,2024-03-11
CUST-00802,commercial,2025-05-07,2025-05-07
CUST-00804,homeowner,2025-02-07,2025-02-07
CUST-00809,homeowner,2025-04-26,2025-04-26
CUST-00811,homeowner,2024-10-03,2024-10-03
CUST-00815,designer,2024-11-03,2024-11-03
CUST-00816,designer,2024-10-22,2024-10-22
CUST-00817,homeowner,2025-08-08,2025-08-08
CUST-00821,homeowner,2024-04-30,2024-04-30
CUST-00822,homeowner,2024-03-20,2024-03-20
CUST-00823,trade,2024-11-19,2024-11-19
CUST-00824,trade,2024-03-24,2024-03-24
CUST-00824,trade,2024-06-23,2024-03-24
CUST-00827,trade,2024-11-09,2024-11-09
CUST-00827,trade,2025-05-20,2024-11-09
CUST-00828,trade,2025-04-25,2025-04-25
CUST-00829,designer,2025-04-03,2025-04-03
CUST-00830,homeowner,2025-04-01,2025-04-01
CUST-00831,homeowner,2024-05-06,2024-05-06
CUST-00832,trade,2025-06-15,2025-06-15
CUST-00836,homeowner,2025-05-14,2025-05-14
CUST-00840,homeowner,2025-04-28,2025-04-28
CUST-00841,homeowner,2024-04-30,2024-04-30
CUST-00842,homeowner,2024-08-20,2024-08-20
CUST-00846,homeowner,2024-07-17,2024-07-17
CUST-00847,trade,2025-03-09,2025-03-09
CUST-00848,designer,2025-07-11,2025-07-11
CUST-00849,homeowner,2025-01-24,2025-01-24
CUST-00849,homeowner,2025-05-02,2025-01-24
CUST-00854,homeowner,2024-07-04,2024-07-04
CUST-00855,homeowner,2025-08-02,2025-08-02
CUST-00857,homeowner,2025-04-26,2025-04-26
CUST-00860,commercial,2025-04-12,2025-04-12
CUST-00863,trade,2024-08-09,2024-08-09
CUST-00864,homeowner,2025-04-02,2025-04-02
CUST-00868,homeowner,2024-03-28,2024-03-28
CUST-00868,homeowner,2024-06-19,2024-03-28
CUST-00869,homeowner,2024-08-19,2024-08-19
CUST-00869,homeowner,2025-03-14,2024-08-19
CUST-00871,designer,2024-03-05,2024-03-05
CUST-00872,designer,2024-05-24,2024-05-24
CUST-00872,designer,2024-07-31,2024-05-24
CUST-00873,designer,2025-07-03,2025-07-03
CUST-00874,commercial,2025-07-07,2025-07-07
CUST-00876,homeowner,2024-07-28,2024-07-28
CUST-00877,homeowner,2024-07-30,2024-07-30
CUST-00877,homeowner,2025-03-22,2024-07-30
CUST-00879,trade,2024-04-10,2024-04-10
CUST-00879,trade,2024-12-30,2024-04-10
CUST-00881,homeowner,2024-04-28,2024-04-28
CUST-00883,trade,2025-01-25,2025-01-25
CUST-00885,homeowner,2024-06-22,2024-06-22
CUST-00885,homeowner,2025-03-11,2024-06-22
CUST-00886,homeowner,2024-03-22,2024-03-22
CUST-00887,trade,2025-09-04,2025-09-04
CUST-00889,homeowner,2025-07-27,2025-07-27
CUST-00890,trade,2025-03-23,2025-03-23
CUST-00890,trade,2025-08-01,2025-03-23
CUST-00892,designer,2024-07-09,2024-07-09
CUST-00899,designer,2024-07-14,2024-07-14
CUST-00902,designer,2025-01-25,2025-01-25
CUST-00903,homeowner,2025-02-23,2025-02-23
CUST-00908,homeowner,2025-04-12,2025-04-12
CUST-00915,homeowner,2024-11-17,2024-11-17
CUST-00917,designer,2024-12-17,2024-12-17
CUST-00917,designer,2025-05-28,2024-12-17
CUST-00920,homeowner,2024-11-22,2024-11-22
CUST-00920,homeowner,2025-06-03,2024-11-22
CUST-00922,homeowner,2024-08-15,2024-08-15
CUST-00924,homeowner,2025-09-22,2025-09-22
CUST-00925,homeowner,2024-08-19,2024-08-19
CUST-00926,designer,2025-10-02,2025-10-02
CUST-00927,trade,2024-11-22,2024-11-22
CUST-00927,trade,2025-03-02,2024-11-22
CUST-00928,trade,2024-03-23,2024-03-23
CUST-00932,trade,2025-01-18,2025-01-18
CUST-00937,trade,2025-06-01,2025-06-01
CUST-00938,homeowner,2024-04-14,2024-04-14
CUST-00939,homeowner,2024-03-18,2024-03-18
CUST-00940,homeowner,2024-09-26,2024-09-26
CUST-00942,homeowner,2025-03-27,2025-03-27
CUST-00943,homeowner,2025-02-04,2025-02-04
CUST-00946,designer,2024-07-04,2024-07-04
CUST-00948,homeowner,2025-10-11,2025-10-11
CUST-00949,homeowner,2024-03-26,2024-03-26
CUST-00951,designer,2025-01-18,2025-01-18
CUST-00953,homeowner,2024-08-27,2024-08-27
CUST-00960,designer,2025-05-17,2025-05-17
CUST-00961,homeowner,2025-07-23,2025-07-23
CUST-00962,homeowner,2024-04-13,2024-04-13
CUST-00963,designer,2025-06-26,2025-06-26
CUST-00966,homeowner,2025-02-05,2025-02-05
CUST-00967,homeowner,2025-07-30,2025-07-30
CUST-00969,designer,2024-07-15,2024-07-15
CUST-00972,designer,2024-09-04,2024-09-04
CUST-00973,homeowner,2024-10-16,2024-10-16
CUST-00977,homeowner,2025-06-16,2025-06-16
CUST-00978,designer,2024-04-13,2024-04-13
CUST-00982,homeowner,2024-04-01,2024-04-01
CUST-00985,trade,2024-06-08,2024-06-08
CUST-00985,trade,2024-08-14,2024-06-08
CUST-00987,homeowner,2025-05-10,2025-05-10
CUST-00989,designer,2024-03-12,2024-03-12
CUST-00990,trade,2025-04-06,2025-04-06
CUST-00992,trade,2024-07-30,2024-07-30
CUST-00994,homeowner,2024-12-17,2024-12-17
CUST-00995,homeowner,2025-07-31,2025-07-31
CUST-00997,homeowner,2025-05-11,2025-05-11
CUST-00998,trade,2024-05-14,2024-05-14
CUST-00998,trade,2024-10-13,2024-05-14
CUST-00999,homeowner,2025-10-18,2025-10-18
CUST-01000,homeowner,2025-06-10,2025-06-10
CUST-01001,designer,2025-07-31,2025-07-31
CUST-01003,commercial,2024-06-01,2024-06-01
CUST-01003,commercial,2024-08-03,2024-06-01
CUST-01007,designer,2025-09-11,2025-09-11
CUST-01010,designer,2025-03-08,2025-03-08
CUST-01010,designer,2025-05-07,2025-03-08
CUST-01011,homeowner,2024-06-13,2024-06-13
CUST-01012,homeowner,2025-03-17,2025-03-17
CUST-01017,homeowner,2025-07-20,2025-07-20
CUST-01019,trade,2024-11-10,2024-11-10
CUST-01019,trade,2025-03-13,2024-11-10
CUST-01020,homeowner,2025-09-18,2025-09-18
CUST-01022,homeowner,2025-09-22,2025-09-22
CUST-01025,trade,2025-05-13,2025-05-13
CUST-01027,designer,2024-07-28,2024-07-28
CUST-01028,designer,2024-07-21,2024-07-21
CUST-01029,designer,2024-11-02,2024-11-02
CUST-01031,trade,2024-07-19,2024-07-19
CUST-01031,trade,2024-11-15,2024-07-19
CUST-01036,homeowner,2024-08-13,2024-08-13
CUST-01040,designer,2024-05-05,2024-05-05
CUST-01041,homeowner,2024-05-28,2024-05-28
CUST-01042,trade,2024-09-25,2024-09-25
