user_id,segment,activity_date,cohort_date
CUST-00306,homeowner,2025-05-23,2025-05-23
CUST-00311,homeowner,2024-05-19,2024-05-19
CUST-00317,homeowner,2024-09-13,2024-09-13
CUST-00319,homeowner,2024-09-15,2024-09-15
CUST-00319,homeowner,2025-03-10,2024-09-15
CUST-00324,homeowner,2024-10-21,2024-10-21
CUST-00324,homeowner,2025-03-11,2024-10-21
CUST-00326,homeowner,2024-03-05,2024-03-05
CUST-00331,homeowner,2025-09-22,2025-09-22
CUST-00337,homeowner,2024-08-12,2024-08-12
CUST-00338,homeowner,2024-07-15,2024-07-15
CUST-00354,homeowner,2024-02-18,2024-02-18
CUST-00359,homeowner,2025-07-26,2025-07-26
CUST-00364,homeowner,2024-05-28,2024-05-28
CUST-00365,homeowner,2025-06-03,2025-06-03
CUST-00371,homeowner,2025-07-07,2025-07-07
CUST-00373,homeowner,2025-06-07,2025-06-07
CUST-00375,homeowner,2024-12-04,2024-12-04
CUST-00379,homeowner,2024-08-30,2024-08-30
CUST-00385,homeowner,2024-09-29,2024-09-29
CUST-00387,homeowner,2024-08-14,2024-08-14
CUST-00387,homeowner,2024-11-18,2024-08-14
CUST-00395,homeowner,2025-04-22,2025-04-22
CUST-00396,homeowner,2025-01-11,2025-01-11
CUST-00400,homeowner,2025-05-15,2025-05-15
CUST-00410,homeowner,2024-07-13,2024-07-13
CUST-00411,homeowner,2025-03-20,2025-03-20
CUST-00414,homeowner,2025-07-13,2025-07-13
CUST-00429,homeowner,2024-12-07,2024-12-07
CUST-00439,homeowner,2025-02-20,2025-02-20
CUST-00446,homeowner,2025-05-30,2025-05-30
CUST-00451,homeowner,2024-04-30,2024-04-30
CUST-00452,homeowner,2024-11-26,2024-11-26
CUST-00453,homeowner,2025-02-28,2025-02-28
CUST-00461,homeowner,2024-06-11,2024-06-11
CUST-00461,homeowner,2024-08-12,2024-06-11
CUST-00465,homeowner,2024-07-11,2024-07-11
CUST-00470,homeowner,2025-02-15,2025-02-15
CUST-00470,homeowner,2025-07-16,2025-02-15
CUST-00471,homeowner,2025-02-22,2025-02-22
CUST-00474,homeowner,2024-12-20,2024-12-20
CUST-00476,homeowner,2025-01-25,2025-01-25
CUST-00485,homeowner,2024-03-27,2024-03-27
CUST-00485,homeowner,2024-11-04,2024-03-27
CUST-00486,homeowner,2024-06-11,2024-06-11
CUST-00486,homeowner,2024-11-15,2024-06-11
CUST-00487,homeowner,2024-09-30,2024-09-30
CUST-00487,homeowner,2025-04-04,2024-09-30
CUST-00488,homeowner,2024-04-14,2024-04-14
CUST-00488,homeowner,2024-10-24,2024-04-14
CUST-00489,homeowner,2024-07-11,2024-07-11
CUST-00490,homeowner,2025-06-13,2025-06-13
CUST-00492,homeowner,2025-07-23,2025-07-23
CUST-00498,homeowner,2024-04-19,2024-04-19
CUST-00499,homeowner,2024-08-20,2024-08-20
CUST-00503,homeowner,2024-01-30,2024-01-30
CUST-00510,homeowner,2025-05-25,2025-05-25
CUST-00512,homeowner,2024-06-22,2024-06-22
CUST-00512,homeowner,2024-12-02,2024-06-22
CUST-00517,homeowner,2024-11-17,2024-11-17
CUST-00531,homeowner,2024-05-08,2024-05-08
CUST-00535,homeowner,2024-04-23,2024-04-23
CUST-00536,homeowner,2025-02-14,2025-02-14
CUST-00539,homeowner,2024-12-27,2024-12-27
CUST-00540,homeowner,2024-02-03,2024-02-03
CUST-00541,homeowner,2024-12-25,2024-12-25
CUST-00543,homeowner,2024-11-26,2024-11-26
CUST-00546,homeowner,2024-06-19,2024-06-19
CUST-00552,homeowner,2025-09-27,2025-09-27
CUST-00556,homeowner,2024-02-21,2024-02-21
CUST-00557,homeowner,2024-08-29,2024-08-29
CUST-00562,homeowner,2024-03-03,2024-03-03
CUST-00564,homeowner,2025-03-23,2025-03-23
CUST-00566,homeowner,2024-09-29,2024-09-29
CUST-00570,homeowner,2024-10-14,2024-10-14
CUST-00570,homeowner,2025-01-05,2024-10-14
CUST-00571,homeowner,2024-02-06,2024-02-06
CUST-00573,homeowner,2024-03-01,2024-03-01
CUST-00574,homeowner,2024-05-27,2024-05-27
CUST-00576,homeowner,2025-10-02,2025-10-02
CUST-00579,homeowner,2024-04-29,2024-04-29
CUST-00580,homeowner,2024-09-06,2024-09-06
CUST-00580,homeowner,2025-01-27,2024-09-06
CUST-00585,homeowner,2024-09-09,2024-09-09
CUST-00590,homeowner,2024-06-04,2024-06-04
CUST-00591,homeowner,2025-01-26,2025-01-26
CUST-00593,homeowner,2025-02-12,2025-02-12
CUST-00598,homeowner,2025-08-09,2025-08-09
CUST-00601,homeowner,2024-09-05,2024-09-05
CUST-00604,homeowner,2025-01-14,2025-01-14
CUST-00608,homeowner,2025-08-28,2025-08-28
CUST-00609,homeowner,2024-11-02,2024-11-02
CUST-00610,homeowner,2024-05-21,2024-05-21
CUST-00612,homeowner,2024-07-04,2024-07-04
CUST-00613,homeowner,2024-06-01,2024-06-01
CUST-00615,homeowner,2024-10-28,2024-10-28
CUST-00617,homeowner,2025-07-14,2025-07-14
CUST-00619,homeowner,2024-10-19,2024-10-19
CUST-00621,homeowner,2024-05-27,2024-05-27
CUST-00621,homeowner,2024-11-22,2024-05-27
CUST-00627,homeowner,2024-05-24,2024-05-24
CUST-00630,homeowner,2024-10-08,2024-10-08
CUST-00640,homeowner,2024-12-29,2024-12-29
CUST-00644,homeowner,2024-10-21,2024-10-21
CUST-00646,homeowner,2024-06-27,2024-06-27
CUST-00649,homeowner,2025-07-12,2025-07-12
CUST-00653,homeowner,2025-05-05,2025-05-05
CUST-00656,homeowner,2025-02-01,2025-02-01
CUST-00661,homeowner,2025-02-26,2025-02-26
CUST-00664,homeowner,2025-05-11,2025-05-11
CUST-00666,homeowner,2025-01-05,2025-01-05
CUST-00668,homeowner,2024-07-12,2024-07-12
CUST-00675,homeowner,2024-04-05,2024-04-05
CUST-00676,homeowner,2024-07-25,2024-07-25
CUST-00677,homeowner,2024-03-02,2024-03-02
CUST-00684,homeowner,2025-07-01,2025-07-01
CUST-00687,homeowner,2024-06-06,2024-06-06
CUST-00692,homeowner,2025-10-21,2025-10-21
CUST-00693,homeowner,2025-01-23,2025-01-23
CUST-00694,homeowner,2025-04-07,2025-04-07
CUST-00700,homeowner,2024-10-28,2024-10-28
CUST-00703,homeowner,2024-12-30,2024-12-30
CUST-00705,homeowner,2024-10-07,2024-10-07
CUST-00712,homeowner,2025-03-27,2025-03-27
CUST-00714,homeowner,2025-07-29,2025-07-29
CUST-00717,homeowner,2025-09-28,2025-09-28
CUST-00721,homeowner,2025-09-09,2025-09-09
CUST-00722,homeowner,2025-03-17,2025-03-17
CUST-00727,homeowner,2025-10-27,2025-10-27
CUST-00732,homeowner,2024-10-28,2024-10-28
CUST-00741,homeowner,2024-05-06,2024-05-06
CUST-00744,homeowner,2024-12-12,2024-12-12
CUST-00745,homeowner,2025-04-10,2025-04-10
CUST-00749,homeowner,2024-05-14,2024-05-14
CUST-00754,homeowner,2025-04-28,2025-04-28
CUST-00756,homeowner,2025-09-19,2025-09-19
CUST-00766,homeowner,2025-07-17,2025-07-17
CUST-00767,homeowner,2025-02-28,2025-02-28
CUST-00780,homeowner,2024-12-08,2024-12-08
CUST-00781,homeowner,2024-03-23,2024-03-23
CUST-00794,homeowner,2025-09-11,2025-09-11
CUST-00799,homeowner,2025-01-20,2025-01-20
CUST-00801,homeowner,2024-03-11,2024-03-11
CUST-00804,homeowner,2025-02-07,2025-02-07
CUST-00809,homeowner,2025-04-26,2025-04-26
CUST-00811,homeowner,2024-10-03,2024-10-03
CUST-00817,homeowner,2025-08-08,2025-08-08
CUST-00821,homeowner,2024-04-30,2024-04-30
CUST-00822,homeowner,2024-03-20,2024-03-20
CUST-00830,homeowner,2025-04-01,2025-04-01
CUST-00831,homeowner,2024-05-06,2024-05-06
CUST-00836,homeowner,2025-05-14,2025-05-14
CUST-00840,homeowner,2025-04-28,2025-04-28
CUST-00841,homeowner,2024-04-30,2024-04-30
CUST-00842,homeowner,2024-08-20,2024-08-20
CUST-00846,homeowner,2024-07-17,2024-07-17
CUST-00849,homeowner,2025-01-24,2025-01-24
CUST-00849,homeowner,2025-05-02,2025-01-24
CUST-00854,homeowner,2024-07-04,2024-07-04
CUST-00855,homeowner,2025-08-02,2025-08-02
CUST-00857,homeowner,2025-04-26,2025-04-26
CUST-00864,homeowner,2025-04-02,2025-04-02
CUST-00868,homeowner,2024-03-28,2024-03-28
CUST-00868,homeowner,2024-06-19,2024-03-28
CUST-00869,homeowner,2024-08-19,2024-08-19
CUST-00869,homeowner,2025-03-14,2024-08-19
CUST-00876,homeowner,2024-07-28,2024-07-28
CUST-00877,homeowner,2024-07-30,2024-07-30
CUST-00877,homeowner,2025-03-22,2024-07-30
CUST-00881,homeowner,2024-04-28,2024-04-28
CUST-00885,homeowner,2024-06-22,2024-06-22
CUST-00885,homeowner,2025-03-11,2024-06-22
CUST-00886,homeowner,2024-03-22,2024-03-22
CUST-00889,homeowner,2025-07-27,2025-07-27
CUST-00903,homeowner,2025-02-23,2025-02-23
CUST-00908,homeowner,2025-04-12,2025-04-12
CUST-00915,homeowner,2024-11-17,2024-11-17
CUST-00920,homeowner,2024-11-22,2024-11-22
CUST-00920,homeowner,2025-06-03,2024-11-22
CUST-00922,homeowner,2024-08-15,2024-08-15
CUST-00924,homeowner,2025-09-22,2025-09-22
CUST-00925,homeowner,2024-08-19,2024-08-19
CUST-00938,homeowner,2024-04-14,2024-04-14
CUST-00939,homeowner,2024-03-18,2024-03-18
CUST-00940,homeowner,2024-09-26,2024-09-26
CUST-00942,homeowner,2025-03-27,2025-03-27
CUST-00943,homeowner,2025-02-04,2025-02-04
CUST-00948,homeowner,2025-10-11,2025-10-11
CUST-00949,homeowner,2024-03-26,2024-03-26
CUST-00953,homeowner,2024-08-27,2024-08-27
CUST-00961,homeowner,2025-07-23,2025-07-23
CUST-00962,homeowner,2024-04-13,2024-04-13
CUST-00966,homeowner,2025-02-05,2025-02-05
CUST-00967,homeowner,2025-07-30,2025-07-30
CUST-00973,homeowner,2024-10-16,2024-10-16
CUST-00977,homeowner,2025-06-16,2025-06-16
CUST-00982,homeowner,2024-04-01,2024-04-01
CUST-00987,homeowner,2025-05-10,2025-05-10
CUST-00994,homeowner,2024-12-17,2024-12-17
CUST-00995,homeowner,2025-07-31,2025-07-31
CUST-00997,homeowner,2025-05-11,2025-05-11
CUST-00999,homeowner,2025-10-18,2025-10-18
CUST-01000,homeowner,2025-06-10,2025-06-10
CUST-01011,homeowner,2024-06-13,2024-06-13
CUST-01012,homeowner,2025-03-17,2025-03-17
CUST-01017,homeowner,2025-07-20,2025-07-20
CUST-01020,homeowner,2025-09-18,2025-09-18
CUST-01022,homeowner,2025-09-22,2025-09-22
CUST-01036,homeowner,2024-08-13,2024-08-13
CUST-01041,homeowner,2024-05-28,2024-05-28
CUST-01048,homeowner,2024-04-02,2024-04-02
CUST-01051,homeowner,2025-04-02,2025-04-02
CUST-01057,homeowner,2024-11-20,2024-11-20
CUST-01059,homeowner,2024-04-28,2024-04-28
CUST-01059,homeowner,2024-11-09,2024-04-28
CUST-01060,homeowner,2024-05-27,2024-05-27
CUST-01063,homeowner,2024-03-23,2024-03-23
CUST-01070,homeowner,2025-06-25,2025-06-25
CUST-01073,homeowner,2025-06-18,2025-06-18
CUST-01074,homeowner,2025-04-07,2025-04-07
CUST-01081,homeowner,2024-07-06,2024-07-06
CUST-01083,homeowner,2025-02-22,2025-02-22
CUST-01089,homeowner,2025-07-18,2025-07-18
CUST-01094,homeowner,2025-09-01,2025-09-01
CUST-01105,homeowner,2025-07-30,2025-07-30
CUST-01108,homeowner,2024-07-10,2024-07-10
CUST-01109,homeowner,2025-02-15,2025-02-15
CUST-01109,homeowner,2025-06-17,2025-02-15
CUST-01111,homeowner,2024-12-28,2024-12-28
CUST-01133,homeowner,2024-11-08,2024-11-08
CUST-01134,homeowner,2025-05-04,2025-05-04
CUST-01134,homeowner,2025-08-30,2025-05-04
CUST-01141,homeowner,2024-03-12,2024-03-12
CUST-01142,homeowner,2024-03-12,2024-03-12
CUST-01142,homeowner,2024-09-29,2024-03-12
CUST-01152,homeowner,2025-07-08,2025-07-08
CUST-01153,homeowner,2024-08-01,2024-08-01
CUST-01153,homeowner,2025-03-23,2024-08-01
CUST-01154,homeowner,2024-09-17,2024-09-17
CUST-01160,homeowner,2024-05-01,2024-05-01
CUST-01165,homeowner,2024-11-03,2024-11-03
CUST-01169,homeowner,2025-10-16,2025-10-16
CUST-01175,homeowner,2025-03-29,2025-03-29
CUST-01184,homeowner,2024-12-14,2024-12-14
CUST-01190,homeowner,2025-01-20,2025-01-20
CUST-01191,homeowner,2024-05-28,2024-05-28
CUST-01194,homeowner,2024-07-06,2024-07-06
CUST-01196,homeowner,2025-07-22,2025-07-22
CUST-01197,homeowner,2025-09-10,2025-09-10
CUST-01199,homeowner,2024-07-20,2024-07-20
CUST-01204,homeowner,2024-04-18,2024-04-18
CUST-01204,homeowner,2024-08-06,2024-04-18
CUST-01207,homeowner,2025-06-29,2025-06-29
CUST-01208,homeowner,2025-06-27,2025-06-27
CUST-01210,homeowner,2024-06-11,2024-06-11
CUST-01213,homeowner,2025-07-13,2025-07-13
CUST-01217,homeowner,2024-05-09,2024-05-09
CUST-01220,homeowner,2024-03-02,2024-03-02
CUST-01221,homeowner,2025-05-21,2025-05-21
CUST-01227,homeowner,2024-12-05,2024-12-05
CUST-01233,homeowner,2024-12-16,2024-12-16
CUST-01239,homeowner,2025-07-27,2025-07-27
CUST-01241,homeowner,2024-03-01,2024-03-01
CUST-01242,homeowner,2024-05-28,2024-05-28
CUST-01247,homeowner,2025-05-09,2025-05-09
CUST-01258,homeowner,2024-09-17,2024-09-17
CUST-01258,homeowner,2025-04-29,2024-09-17
CUST-01260,homeowner,2025-05-06,2025-05-06
CUST-01269,homeowner,2025-04-04,2025-04-04
CUST-01283,homeowner,2024-10-22,2024-10-22
CUST-01286,homeowner,2024-04-28,2024-04-28
CUST-01291,homeowner,2025-10-16,2025-10-16
CUST-01309,homeowner,2024-10-01,2024-10-01
CUST-01312,homeowner,2025-09-06,2025-09-06
CUST-01319,homeowner,2025-06-27,2025-06-27
CUST-01327,homeowner,2025-10-13,2025-10-13
CUST-01331,homeowner,2024-05-29,2024-05-29
CUST-01336,homeowner,2025-01-23,2025-01-23
CUST-01341,homeowner,2024-11-21,2024-11-21
CUST-01351,homeowner,2025-03-29,2025-03-29
CUST-01355,homeowner,2024-08-24,2024-08-24
CUST-01355,homeowner,2025-05-10,2024-08-24
CUST-01356,homeowner,2024-08-21,2024-08-21
CUST-01377,homeowner,2024-08-07,2024-08-07
CUST-01378,homeowner,2025-03-29,2025-03-29
CUST-01379,homeowner,2025-02-02,2025-02-02
CUST-01393,homeowner,2025-03-24,2025-03-24
CUST-01393,homeowner,2025-05-30,2025-03-24
CUST-01399,homeowner,2024-12-04,2024-12-04
CUST-01402,homeowner,2025-05-15,2025-05-15
CUST-01403,homeowner,2025-01-01,2025-01-01
CUST-01404,homeowner,2025-05-31,2025-05-31
CUST-01406,homeowner,2024-12-05,2024-12-05
CUST-01406,homeowner,2025-06-28,2024-12-05
CUST-01408,homeowner,2025-07-23,2025-07-23
CUST-01413,homeowner,2025-09-17,2025-09-17
CUST-01415,homeowner,2024-07-22,2024-07-22
CUST-01415,homeowner,2024-11-17,2024-07-22
CUST-01419,homeowner,2024-08-10,2024-08-10
CUST-01422,homeowner,2025-08-23,2025-08-23
CUST-01428,homeowner,2025-03-25,2025-03-25
CUST-01429,homeowner,2024-10-07,2024-10-07
CUST-01434,homeowner,2025-01-19,2025-01-19
CUST-01437,homeowner,2024-07-19,2024-07-19
CUST-01441,homeowner,2025-04-22,2025-04-22
CUST-01442,homeowner,2024-05-31,2024-05-31
CUST-01447,homeowner,2024-08-07,2024-08-07
CUST-01448,homeowner,2025-03-26,2025-03-26
CUST-01462,homeowner,2024-07-18,2024-07-18
CUST-01465,homeowner,2025-08-22,2025-08-22
CUST-01469,homeowner,2025-03-12,2025-03-12
CUST-01471,homeowner,2024-05-11,2024-05-11
CUST-01475,homeowner,2024-05-14,2024-05-14
CUST-01476,homeowner,2025-05-16,2025-05-16
CUST-01477,homeowner,2025-01-06,2025-01-06
CUST-01477,homeowner,2025-08-31,2025-01-06
CUST-01479,homeowner,2024-07-06,2024-07-06
CUST-01493,homeowner,2024-08-10,2024-08-10
CUST-01493,homeowner,2025-02-26,2024-08-10
CUST-01501,homeowner,2025-10-19,2025-10-19
CUST-01508,homeowner,2024-10-26,2024-10-26
CUST-01510,homeowner,2025-04-01,2025-04-01
CUST-01511,homeowner,2024-03-19,2024-03-19
CUST-01518,homeowner,2025-07-27,2025-07-27
CUST-01519,homeowner,2025-03-22,2025-03-22
CUST-01519,homeowner,2025-08-27,2025-03-22
CUST-01520,homeowner,2024-08-24,2024-08-24
CUST-01523,homeowner,2024-03-30,2024-03-30
CUST-01527,homeowner,2025-03-10,2025-03-10
CUST-01528,homeowner,2024-03-30,2024-03-30
CUST-01533,homeowner,2025-09-02,2025-09-02
CUST-01535,homeowner,2025-08-20,2025-08-20
CUST-01539,homeowner,2025-01-19,2025-01-19
CUST-01540,homeowner,2024-11-27,2024-11-27
CUST-01556,homeowner,2024-03-30,2024-03-30
CUST-01557,homeowner,2025-08-01,2025-08-01
CUST-01563,homeowner,2025-02-22,2025-02-22
CUST-01575,homeowner,2024-10-23,2024-10-23
CUST-01575,homeowner,2025-08-03,2024-10-23
CUST-01578,homeowner,2024-02-27,2024-02-27
CUST-01580,homeowner,2025-01-18,2025-01-18
CUST-01583,homeowner,2024-10-29,2024-10-29
CUST-01585,homeowner,2025-05-25,2025-05-25
CUST-01586,homeowner,2025-01-29,2025-01-29
CUST-01592,homeowner,2024-05-13,2024-05-13
CUST-01592,homeowner,2024-07-31,2024-05-13
CUST-01605,homeowner,2025-10-10,2025-10-10
CUST-01607,homeowner,2024-09-28,2024-09-28
CUST-01616,homeowner,2025-07-05,2025-07-05
CUST-01622,homeowner,2025-06-30,2025-06-30
CUST-01626,homeowner,2024-04-09,2024-04-09
CUST-01629,homeowner,2024-02-02,2024-02-02
CUST-01636,homeowner,2024-07-28,2024-07-28
CUST-01637,homeowner,2024-08-10,2024-08-10
CUST-01637,homeowner,2025-04-17,2024-08-10
CUST-01641,homeowner,2024-06-16,2024-06-16
CUST-01651,homeowner,2024-04-19,2024-04-19
CUST-01656,homeowner,2024-12-23,2024-12-23
CUST-01658,homeowner,2024-08-02,2024-08-02
CUST-01658,homeowner,2025-02-26,2024-08-02
CUST-01662,homeowner,2025-05-30,2025-05-30
CUST-01665,homeowner,2025-01-28,2025-01-28
CUST-01670,homeowner,2025-08-09,2025-08-09
CUST-01672,homeowner,2024-03-24,2024-03-24
CUST-01676,homeowner,2025-05-28,2025-05-28
CUST-01680,homeowner,2025-02-09,2025-02-09
CUST-01684,homeowner,2024-09-25,2024-09-25
CUST-01685,homeowner,2024-05-23,2024-05-23
CUST-01686,homeowner,2025-05-17,2025-05-17
CUST-01691,homeowner,2024-03-11,2024-03-11
CUST-01697,homeowner,2024-04-25,2024-04-25
CUST-01697,homeowner,2025-01-14,2024-04-25
CUST-01699,homeowner,2025-03-16,2025-03-16
CUST-01702,homeowner,2025-07-17,2025-07-17
CUST-01705,homeowner,2024-12-07,2024-12-07
CUST-01717,homeowner,2024-04-14,2024-04-14
CUST-01726,homeowner,2025-03-14,2025-03-14
CUST-01727,homeowner,2025-07-01,2025-07-01
CUST-01734,homeowner,2024-04-28,2024-04-28
CUST-01735,homeowner,2025-08-13,2025-08-13
CUST-01736,homeowner,2025-06-26,2025-06-26
CUST-01743,homeowner,2024-02-17,2024-02-17
CUST-01744,homeowner,2024-08-06,2024-08-06
CUST-01744,homeowner,2024-12-13,2024-08-06
CUST-01745,homeowner,2025-08-12,2025-08-12
CUST-01749,homeowner,2024-05-21,2024-05-21
CUST-01749,homeowner,2024-07-20,2024-05-21
CUST-01756,homeowner,2024-11-06,2024-11-06
CUST-01757,homeowner,2025-07-15,2025-07-15
CUST-01758,homeowner,2025-09-20,2025-09-20
CUST-01773,homeowner,2025-02-08,2025-02-08
CUST-01776,homeowner,2024-12-11,2024-12-11
CUST-01776,homeowner,2025-07-21,2024-12-11
CUST-01779,homeowner,2024-07-24,2024-07-24
CUST-01784,homeowner,2024-05-28,2024-05-28
CUST-01787,homeowner,2025-06-27,2025-06-27
CUST-01792,homeowner,2025-01-06,2025-01-06
CUST-01800,homeowner,2025-06-05,2025-06-05
CUST-01813,homeowner,2025-02-06,2025-02-06
CUST-01817,homeowner,2024-02-17,2024-02-17
CUST-01818,homeowner,2024-03-19,2024-03-19
CUST-01828,homeowner,2024-04-23,2024-04-23
CUST-01830,homeowner,2025-03-14,2025-03-14
CUST-01835,homeowner,2025-02-23,2025-02-23
CUST-01850,homeowner,2024-11-05,2024-11-05
CUST-01855,homeowner,2024-04-27,2024-04-27
CUST-01859,homeowner,2024-10-11,2024-10-11
CUST-01865,homeowner,2025-05-10,2025-05-10
CUST-01867,homeowner,2025-04-25,2025-04-25
CUST-01868,homeowner,2024-02-12,2024-02-12
CUST-01873,homeowner,2024-12-09,2024-12-09
CUST-01879,homeowner,2024-07-06,2024-07-06
CUST-01880,homeowner,2024-11-26,2024-11-26
CUST-01881,homeowner,2024-10-13,2024-10-13
CUST-01882,homeowner,2025-03-16,2025-03-16
CUST-01884,homeowner,2025-02-22,2025-02-22
CUST-01886,homeowner,2024-11-10,2024-11-10
CUST-01889,homeowner,2024-03-31,2024-03-31
CUST-01896,homeowner,2025-07-16,2025-07-16
CUST-01899,homeowner,2024-06-10,2024-06-10
CUST-01900,homeowner,2024-04-04,2024-04-04
CUST-01903,homeowner,2024-03-09,2024-03-09
CUST-01905,homeowner,2025-04-22,2025-04-22
CUST-01905,homeowner,2025-08-31,2025-04-22
CUST-01909,homeowner,2024-06-20,2024-06-20
CUST-01910,homeowner,2024-07-14,2024-07-14
CUST-01910,homeowner,2025-02-28,2024-07-14
CUST-01913,homeowner,2024-05-14,2024-05-14
CUST-01920,homeowner,2025-05-31,2025-05-31
CUST-01922,homeowner,2025-09-02,2025-09-02
CUST-01926,homeowner,2024-12-06,2024-12-06
CUST-01930,homeowner,2025-10-10,2025-10-10
CUST-01938,homeowner,2025-07-04,2025-07-04
CUST-01940,homeowner,2025-02-17,2025-02-17
CUST-01946,homeowner,2025-10-26,2025-10-26
CUST-01954,homeowner,2025-02-04,2025-02-04
CUST-01961,homeowner,2025-04-10,2025-04-10
CUST-01968,homeowner,2025-05-15,2025-05-15
CUST-01969,homeowner,2024-11-12,2024-11-12
CUST-01983,homeowner,2025-06-01,2025-06-01
CUST-01993,homeowner,2024-03-30,2024-03-30
CUST-02001,homeowner,2025-01-31,2025-01-31
CUST-02002,homeowner,2024-04-15,2024-04-15
CUST-02002,homeowner,2024-08-27,2024-04-15
CUST-02003,homeowner,2025-08-16,2025-08-16
CUST-02005,homeowner,2025-03-07,2025-03-07
CUST-02008,homeowner,2025-10-28,2025-10-28
CUST-02017,homeowner,2025-06-25,2025-06-25
CUST-02018,homeowner,2025-07-27,2025-07-27
CUST-02023,homeowner,2025-11-11,2025-11-11
CUST-02035,homeowner,2025-04-16,2025-04-16
CUST-02042,homeowner,2024-04-18,2024-04-18
