user_id,segment,activity_date,cohort_date
CUST-01112,trade,2024-12-02,2024-12-02
CUST-01144,trade,2024-12-26,2024-12-26
CUST-01148,trade,2024-03-06,2024-03-06
CUST-01158,trade,2024-04-24,2024-04-24
CUST-01158,trade,2024-12-25,2024-04-24
CUST-01186,trade,2025-02-15,2025-02-15
CUST-01186,trade,2025-07-29,2025-02-15
CUST-01200,trade,2024-08-17,2024-08-17
CUST-01211,trade,2024-08-02,2024-08-02
CUST-01211,trade,2024-11-28,2024-08-02
CUST-01230,trade,2024-02-14,2024-02-14
CUST-01248,trade,2025-06-29,2025-06-29
CUST-01253,trade,2025-05-25,2025-05-25
CUST-01256,trade,2024-11-06,2024-11-06
CUST-01259,trade,2024-08-15,2024-08-15
CUST-01271,trade,2024-03-12,2024-03-12
CUST-01271,trade,2024-12-15,2024-03-12
CUST-01281,trade,2025-04-13,2025-04-13
CUST-01302,trade,2024-03-17,2024-03-17
CUST-01311,trade,2024-10-23,2024-10-23
CUST-01314,trade,2025-01-27,2025-01-27
CUST-01350,trade,2025-08-14,2025-08-14
CUST-01362,trade,2024-04-18,2024-04-18
CUST-01390,trade,2025-05-16,2025-05-16
CUST-01392,trade,2025-10-26,2025-10-26
CUST-01432,trade,2024-11-17,2024-11-17
CUST-01432,trade,2025-07-07,2024-11-17
CUST-01468,trade,2025-04-01,2025-04-01
CUST-01488,trade,2025-03-07,2025-03-07
CUST-01490,trade,2025-05-22,2025-05-22
CUST-01504,trade,2024-03-26,2024-03-26
CUST-01504,trade,2024-12-23,2024-03-26
CUST-01526,trade,2025-01-21,2025-01-21
CUST-01547,trade,2025-05-30,2025-05-30
CUST-01547,trade,2025-08-24,2025-05-30
CUST-01558,trade,2024-10-13,2024-10-13
CUST-01558,trade,2025-04-24,2024-10-13
CUST-01562,trade,2025-08-11,2025-08-11
CUST-01572,trade,2025-09-03,2025-09-03
CUST-01599,trade,2025-03-28,2025-03-28
CUST-01633,trade,2025-03-08,2025-03-08
CUST-01639,trade,2025-07-14,2025-07-14
CUST-01647,trade,2024-08-23,2024-08-23
CUST-01666,trade,2024-04-10,2024-04-10
CUST-01700,trade,2025-02-08,2025-02-08
CUST-01730,trade,2025-01-08,2025-01-08
CUST-01731,trade,2024-08-03,2024-08-03
CUST-01755,trade,2025-07-22,2025-07-22
CUST-01788,trade,2024-03-06,2024-03-06
CUST-01788,trade,2024-05-24,2024-03-06
CUST-01851,trade,2025-05-07,2025-05-07
CUST-01852,trade,2024-09-25,2024-09-25
CUST-01870,trade,2025-01-20,2025-01-20
CUST-01911,trade,2025-07-03,2025-07-03
CUST-01925,trade,2025-05-25,2025-05-25
CUST-01933,trade,2024-04-22,2024-04-22
CUST-01933,trade,2024-12-01,2024-04-22
CUST-01943,trade,2025-03-06,2025-03-06
CUST-01944,trade,2024-11-10,2024-11-10
CUST-01956,trade,2024-08-13,2024-08-13
CUST-01956,trade,2025-01-28,2024-08-13
CUST-01988,trade,2024-01-23,2024-01-23
CUST-01994,trade,2024-05-24,2024-05-24
CUST-01994,trade,2024-10-18,2024-05-24
CUST-01997,trade,2025-09-04,2025-09-04
CUST-02007,trade,2024-05-27,2024-05-27
CUST-02040,trade,2025-09-07,2025-09-07
CUST-02052,trade,2024-02-19,2024-02-19
CUST-02098,trade,2024-09-26,2024-09-26
CUST-02098,trade,2025-05-30,2024-09-26
CUST-02102,trade,2025-09-04,2025-09-04
CUST-02106,trade,2024-11-03,2024-11-03
CUST-02131,trade,2024-07-23,2024-07-23
CUST-02131,trade,2025-02-16,2024-07-23
CUST-02139,trade,2025-02-05,2025-02-05
CUST-02143,trade,2025-09-21,2025-09-21
CUST-02157,trade,2024-12-11,2024-12-11
CUST-02168,trade,2025-01-05,2025-01-05
CUST-02184,trade,2025-08-29,2025-08-29
CUST-02193,trade,2024-08-23,2024-08-23
CUST-02249,trade,2024-06-13,2024-06-13
CUST-02264,trade,2024-02-08,2024-02-08
CUST-02266,trade,2025-02-16,2025-02-16
CUST-02266,trade,2025-07-25,2025-02-16
CUST-02267,trade,2025-05-20,2025-05-20
CUST-02292,trade,2024-07-19,2024-07-19
CUST-02313,trade,2025-03-04,2025-03-04
CUST-02331,trade,2025-08-08,2025-08-08
CUST-02362,trade,2024-03-13,2024-03-13
CUST-02377,trade,2024-07-14,2024-07-14
CUST-02377,trade,2025-01-02,2024-07-14
CUST-02412,trade,2025-03-18,2025-03-18
CUST-02412,trade,2025-07-22,2025-03-18
CUST-02417,trade,2024-09-28,2024-09-28
CUST-02423,trade,2025-06-23,2025-06-23
CUST-02423,trade,2025-08-22,2025-06-23
CUST-02430,trade,2025-08-01,2025-08-01
CUST-02434,trade,2025-01-10,2025-01-10
CUST-02503,trade,2025-02-08,2025-02-08
CUST-02508,trade,2024-11-13,2024-11-13
CUST-02519,trade,2024-09-09,2024-09-09
CUST-02519,trade,2025-06-07,2024-09-09
CUST-02525,trade,2024-07-14,2024-07-14
CUST-02525,trade,2025-02-20,2024-07-14
CUST-02546,trade,2024-08-30,2024-08-30
CUST-02546,trade,2024-12-09,2024-08-30
CUST-02560,trade,2024-05-04,2024-05-04
CUST-02560,trade,2024-07-18,2024-05-04
CUST-02589,trade,2024-02-02,2024-02-02
CUST-02618,trade,2025-08-29,2025-08-29
CUST-02636,trade,2024-05-24,2024-05-24
CUST-02647,trade,2025-05-17,2025-05-17
CUST-02726,trade,2025-08-20,2025-08-20
CUST-02738,trade,2025-07-31,2025-07-31
CUST-02749,trade,2024-09-07,2024-09-07
CUST-02781,trade,2025-09-23,2025-09-23
CUST-02816,trade,2024-09-25,2024-09-25
CUST-02827,trade,2024-04-12,2024-04-12
CUST-02844,trade,2025-04-27,2025-04-27
CUST-02848,trade,2025-05-24,2025-05-24
CUST-02852,trade,2025-04-28,2025-04-28
CUST-02912,trade,2025-01-04,2025-01-04
CUST-02919,trade,2024-06-30,2024-06-30
CUST-02919,trade,2024-12-24,2024-06-30
CUST-02938,trade,2024-10-24,2024-10-24
CUST-02990,trade,2024-05-13,2024-05-13
CUST-02991,trade,2025-10-24,2025-10-24
CUST-03001,trade,2024-06-18,2024-06-18
CUST-03001,trade,2024-12-07,2024-06-18
CUST-03009,trade,2025-07-09,2025-07-09
CUST-03019,trade,2024-04-11,2024-04-11
CUST-03023,trade,2025-03-28,2025-03-28
CUST-03059,trade,2025-03-20,2025-03-20
CUST-03067,trade,2024-06-23,2024-06-23
CUST-03115,trade,2024-10-05,2024-10-05
CUST-03115,trade,2025-06-22,2024-10-05
CUST-03121,trade,2024-06-17,2024-06-17
CUST-03131,trade,2025-02-14,2025-02-14
CUST-03162,trade,2025-11-07,2025-11-07
CUST-03165,trade,2025-02-08,2025-02-08
CUST-03165,trade,2025-06-18,2025-02-08
CUST-03166,trade,2024-12-02,2024-12-02
CUST-03191,trade,2025-02-24,2025-02-24
