user_id,segment,activity_date,cohort_date
CUST-00407,designer,2024-03-23,2024-03-23
CUST-00407,designer,2024-11-02,2024-03-23
CUST-00415,designer,2024-07-21,2024-07-21
CUST-00432,designer,2025-06-21,2025-06-21
CUST-00456,designer,2024-02-06,2024-02-06
CUST-00456,designer,2024-11-18,2024-02-06
CUST-00466,designer,2024-01-30,2024-01-30
CUST-00466,designer,2024-10-27,2024-01-30
CUST-00468,designer,2025-03-23,2025-03-23
CUST-00477,designer,2024-05-13,2024-05-13
CUST-00493,designer,2024-02-16,2024-02-16
CUST-00502,designer,2024-11-09,2024-11-09
CUST-00505,designer,2024-02-17,2024-02-17
CUST-00516,designer,2025-06-11,2025-06-11
CUST-00518,designer,2024-10-29,2024-10-29
CUST-00518,designer,2024-12-29,2024-10-29
CUST-00520,designer,2025-09-05,2025-09-05
CUST-00523,designer,2025-08-12,2025-08-12
CUST-00530,designer,2024-09-30,2024-09-30
CUST-00542,designer,2024-09-09,2024-09-09
CUST-00548,designer,2025-06-04,2025-06-04
CUST-00559,designer,2025-04-10,2025-04-10
CUST-00569,designer,2024-03-06,2024-03-06
CUST-00569,designer,2024-08-08,2024-03-06
CUST-00581,designer,2024-12-23,2024-12-23
CUST-00587,designer,2024-09-08,2024-09-08
CUST-00595,designer,2024-10-18,2024-10-18
CUST-00607,designer,2025-09-11,2025-09-11
CUST-00616,designer,2024-07-31,2024-07-31
CUST-00616,designer,2025-04-13,2024-07-31
CUST-00632,designer,2025-07-21,2025-07-21
CUST-00634,designer,2025-04-14,2025-04-14
CUST-00636,designer,2025-06-11,2025-06-11
CUST-00637,designer,2024-04-07,2024-04-07
CUST-00642,designer,2025-07-28,2025-07-28
CUST-00670,designer,2024-09-09,2024-09-09
CUST-00673,designer,2025-09-21,2025-09-21
CUST-00702,designer,2024-11-05,2024-11-05
CUST-00702,designer,2025-05-01,2024-11-05
CUST-00718,designer,2025-03-25,2025-03-25
CUST-00735,designer,2024-05-26,2024-05-26
CUST-00746,designer,2024-11-13,2024-11-13
CUST-00747,designer,2025-10-22,2025-10-22
CUST-00764,designer,2025-01-01,2025-01-01
CUST-00770,designer,2024-02-05,2024-02-05
CUST-00775,designer,2024-12-05,2024-12-05
CUST-00776,designer,2025-06-18,2025-06-18
CUST-00789,designer,2025-04-15,2025-04-15
CUST-00815,designer,2024-11-03,2024-11-03
CUST-00816,designer,2024-10-22,2024-10-22
CUST-00829,designer,2025-04-03,2025-04-03
CUST-00848,designer,2025-07-11,2025-07-11
CUST-00871,designer,2024-03-05,2024-03-05
CUST-00872,designer,2024-05-24,2024-05-24
CUST-00872,designer,2024-07-31,2024-05-24
CUST-00873,designer,2025-07-03,2025-07-03
CUST-00892,designer,2024-07-09,2024-07-09
CUST-00899,designer,2024-07-14,2024-07-14
CUST-00902,designer,2025-01-25,2025-01-25
CUST-00917,designer,2024-12-17,2024-12-17
CUST-00917,designer,2025-05-28,2024-12-17
CUST-00926,designer,2025-10-02,2025-10-02
CUST-00946,designer,2024-07-04,2024-07-04
CUST-00951,designer,2025-01-18,2025-01-18
CUST-00960,designer,2025-05-17,2025-05-17
CUST-00963,designer,2025-06-26,2025-06-26
CUST-00969,designer,2024-07-15,2024-07-15
CUST-00972,designer,2024-09-04,2024-09-04
CUST-00978,designer,2024-04-13,2024-04-13
CUST-00989,designer,2024-03-12,2024-03-12
CUST-01001,designer,2025-07-31,2025-07-31
CUST-01007,designer,2025-09-11,2025-09-11
CUST-01010,designer,2025-03-08,2025-03-08
CUST-01010,designer,2025-05-07,2025-03-08
CUST-01027,designer,2024-07-28,2024-07-28
CUST-01028,designer,2024-07-21,2024-07-21
CUST-01029,designer,2024-11-02,2024-11-02
CUST-01040,designer,2024-05-05,2024-05-05
CUST-01044,designer,2024-08-29,2024-08-29
CUST-01050,designer,2024-06-05,2024-06-05
CUST-01064,designer,2024-08-11,2024-08-11
CUST-01066,designer,2024-02-05,2024-02-05
CUST-01066,designer,2024-10-26,2024-02-05
CUST-01069,designer,2024-06-24,2024-06-24
CUST-01069,designer,2024-10-25,2024-06-24
CUST-01079,designer,2024-03-02,2024-03-02
CUST-01082,designer,2025-07-05,2025-07-05
CUST-01092,designer,2025-09-09,2025-09-09
CUST-01093,designer,2024-12-03,2024-12-03
CUST-01101,designer,2024-09-12,2024-09-12
CUST-01101,designer,2024-12-24,2024-09-12
CUST-01102,designer,2025-08-31,2025-08-31
CUST-01106,designer,2024-05-09,2024-05-09
CUST-01127,designer,2025-02-13,2025-02-13
CUST-01129,designer,2025-04-26,2025-04-26
CUST-01129,designer,2025-07-13,2025-04-26
CUST-01132,designer,2025-09-14,2025-09-14
CUST-01136,designer,2025-07-19,2025-07-19
CUST-01137,designer,2024-08-16,2024-08-16
CUST-01139,designer,2025-05-30,2025-05-30
CUST-01143,designer,2025-06-23,2025-06-23
CUST-01156,designer,2025-08-27,2025-08-27
CUST-01162,designer,2024-02-10,2024-02-10
CUST-01178,designer,2024-02-13,2024-02-13
CUST-01178,designer,2024-11-15,2024-02-13
CUST-01179,designer,2025-09-17,2025-09-17
CUST-01185,designer,2025-05-10,2025-05-10
CUST-01185,designer,2025-07-14,2025-05-10
CUST-01205,designer,2024-06-15,2024-06-15
CUST-01205,designer,2025-02-21,2024-06-15
CUST-01226,designer,2025-05-04,2025-05-04
CUST-01232,designer,2024-09-04,2024-09-04
CUST-01232,designer,2025-06-01,2024-09-04
CUST-01236,designer,2025-03-30,2025-03-30
CUST-01238,designer,2025-03-05,2025-03-05
CUST-01238,designer,2025-07-25,2025-03-05
CUST-01255,designer,2024-08-26,2024-08-26
CUST-01257,designer,2024-06-04,2024-06-04
CUST-01264,designer,2024-02-24,2024-02-24
CUST-01270,designer,2024-06-19,2024-06-19
CUST-01270,designer,2024-09-09,2024-06-19
CUST-01278,designer,2025-01-04,2025-01-04
CUST-01279,designer,2025-10-06,2025-10-06
CUST-01292,designer,2025-05-23,2025-05-23
CUST-01296,designer,2024-12-10,2024-12-10
CUST-01296,designer,2025-08-22,2024-12-10
CUST-01320,designer,2024-10-29,2024-10-29
CUST-01320,designer,2025-06-19,2024-10-29
CUST-01349,designer,2024-04-06,2024-04-06
CUST-01357,designer,2024-06-14,2024-06-14
CUST-01357,designer,2024-11-20,2024-06-14
CUST-01359,designer,2024-10-05,2024-10-05
CUST-01360,designer,2024-01-31,2024-01-31
CUST-01363,designer,2025-01-22,2025-01-22
CUST-01373,designer,2025-06-04,2025-06-04
CUST-01380,designer,2025-06-24,2025-06-24
CUST-01396,designer,2024-11-10,2024-11-10
CUST-01396,designer,2025-07-28,2024-11-10
CUST-01400,designer,2025-01-15,2025-01-15
CUST-01400,designer,2025-08-26,2025-01-15
CUST-01412,designer,2025-09-06,2025-09-06
CUST-01423,designer,2024-02-25,2024-02-25
CUST-01425,designer,2024-05-28,2024-05-28
CUST-01426,designer,2025-01-17,2025-01-17
CUST-01443,designer,2025-08-31,2025-08-31
CUST-01449,designer,2025-06-27,2025-06-27
CUST-01452,designer,2025-06-11,2025-06-11
CUST-01457,designer,2024-04-06,2024-04-06
CUST-01457,designer,2024-11-25,2024-04-06
CUST-01464,designer,2024-08-17,2024-08-17
CUST-01467,designer,2024-11-10,2024-11-10
CUST-01491,designer,2024-07-01,2024-07-01
CUST-01498,designer,2024-07-08,2024-07-08
CUST-01521,designer,2025-01-14,2025-01-14
CUST-01529,designer,2024-08-13,2024-08-13
CUST-01542,designer,2024-09-17,2024-09-17
CUST-01544,designer,2024-02-22,2024-02-22
CUST-01546,designer,2025-02-03,2025-02-03
CUST-01582,designer,2025-07-03,2025-07-03
CUST-01590,designer,2024-06-07,2024-06-07
CUST-01590,designer,2024-08-24,2024-06-07
CUST-01602,designer,2024-02-12,2024-02-12
CUST-01604,designer,2024-07-09,2024-07-09
CUST-01625,designer,2025-01-28,2025-01-28
CUST-01635,designer,2025-02-25,2025-02-25
CUST-01635,designer,2025-08-15,2025-02-25
CUST-01638,designer,2024-03-04,2024-03-04
CUST-01645,designer,2024-06-03,2024-06-03
CUST-01645,designer,2024-10-01,2024-06-03
CUST-01661,designer,2024-11-08,2024-11-08
CUST-01661,designer,2025-06-12,2024-11-08
CUST-01669,designer,2025-06-18,2025-06-18
CUST-01689,designer,2025-05-18,2025-05-18
CUST-01692,designer,2024-10-22,2024-10-22
CUST-01704,designer,2024-04-15,2024-04-15
CUST-01714,designer,2024-08-16,2024-08-16
CUST-01718,designer,2024-06-14,2024-06-14
CUST-01720,designer,2025-02-01,2025-02-01
CUST-01723,designer,2025-02-16,2025-02-16
CUST-01723,designer,2025-05-27,2025-02-16
CUST-01739,designer,2024-05-12,2024-05-12
CUST-01751,designer,2024-07-20,2024-07-20
CUST-01761,designer,2025-06-07,2025-06-07
CUST-01763,designer,2025-05-07,2025-05-07
CUST-01767,designer,2024-02-11,2024-02-11
CUST-01768,designer,2024-04-15,2024-04-15
CUST-01770,designer,2024-06-05,2024-06-05
CUST-01770,designer,2025-03-23,2024-06-05
CUST-01772,designer,2024-03-05,2024-03-05
CUST-01772,designer,2024-10-23,2024-03-05
CUST-01775,designer,2025-08-16,2025-08-16
CUST-01778,designer,2024-03-23,2024-03-23
CUST-01780,designer,2024-02-23,2024-02-23
CUST-01799,designer,2024-04-05,2024-04-05
CUST-01808,designer,2024-12-07,2024-12-07
CUST-01815,designer,2025-06-10,2025-06-10
CUST-01816,designer,2024-10-21,2024-10-21
CUST-01820,designer,2025-04-27,2025-04-27
CUST-01821,designer,2025-06-03,2025-06-03
CUST-01824,designer,2024-08-14,2024-08-14
CUST-01824,designer,2025-05-31,2024-08-14
CUST-01837,designer,2025-07-10,2025-07-10
CUST-01839,designer,2025-02-09,2025-02-09
CUST-01839,designer,2025-05-14,2025-02-09
CUST-01840,designer,2024-10-02,2024-10-02
CUST-01841,designer,2024-12-23,2024-12-23
CUST-01849,designer,2024-06-15,2024-06-15
CUST-01856,designer,2024-05-19,2024-05-19
CUST-01861,designer,2024-12-25,2024-12-25
CUST-01861,designer,2025-07-22,2024-12-25
CUST-01862,designer,2025-08-31,2025-08-31
CUST-01869,designer,2025-02-17,2025-02-17
CUST-01869,designer,2025-07-25,2025-02-17
CUST-01871,designer,2025-09-05,2025-09-05
CUST-01885,designer,2025-03-16,2025-03-16
CUST-01885,designer,2025-08-08,2025-03-16
CUST-01892,designer,2024-11-21,2024-11-21
CUST-01917,designer,2024-06-10,2024-06-10
CUST-01924,designer,2024-07-20,2024-07-20
CUST-01928,designer,2024-09-08,2024-09-08
CUST-01928,designer,2025-07-01,2024-09-08
CUST-01949,designer,2024-06-11,2024-06-11
CUST-01950,designer,2024-07-23,2024-07-23
CUST-01963,designer,2025-08-22,2025-08-22
CUST-01967,designer,2024-08-14,2024-08-14
CUST-01974,designer,2024-05-22,2024-05-22
CUST-01980,designer,2025-05-24,2025-05-24
CUST-01980,designer,2025-07-26,2025-05-24
CUST-01981,designer,2024-11-24,2024-11-24
CUST-01999,designer,2025-06-05,2025-06-05
CUST-02004,designer,2025-06-22,2025-06-22
CUST-02009,designer,2025-05-07,2025-05-07
CUST-02014,designer,2025-04-07,2025-04-07
CUST-02019,designer,2025-01-31,2025-01-31
CUST-02028,designer,2024-02-18,2024-02-18
CUST-02041,designer,2024-06-29,2024-06-29
CUST-02048,designer,2024-06-02,2024-06-02
CUST-02048,designer,2025-02-22,2024-06-02
CUST-02049,designer,2025-02-06,2025-02-06
CUST-02049,designer,2025-06-23,2025-02-06
CUST-02050,designer,2024-05-26,2024-05-26
CUST-02057,designer,2025-03-03,2025-03-03
CUST-02067,designer,2025-04-05,2025-04-05
CUST-02068,designer,2024-07-28,2024-07-28
CUST-02074,designer,2024-10-17,2024-10-17
CUST-02074,designer,2025-04-25,2024-10-17
CUST-02075,designer,2024-06-28,2024-06-28
CUST-02085,designer,2025-09-20,2025-09-20
CUST-02092,designer,2025-01-04,2025-01-04
CUST-02104,designer,2024-02-11,2024-02-11
CUST-02104,designer,2024-09-26,2024-02-11
CUST-02109,designer,2024-03-30,2024-03-30
CUST-02123,designer,2025-01-18,2025-01-18
CUST-02135,designer,2024-08-14,2024-08-14
CUST-02141,designer,2025-07-16,2025-07-16
CUST-02142,designer,2024-11-10,2024-11-10
CUST-02142,designer,2025-06-20,2024-11-10
CUST-02148,designer,2025-01-04,2025-01-04
CUST-02156,designer,2024-11-05,2024-11-05
CUST-02156,designer,2025-03-31,2024-11-05
CUST-02170,designer,2024-11-01,2024-11-01
CUST-02186,designer,2024-06-15,2024-06-15
CUST-02196,designer,2024-11-21,2024-11-21
CUST-02223,designer,2024-09-30,2024-09-30
CUST-02223,designer,2025-03-18,2024-09-30
CUST-02228,designer,2025-06-21,2025-06-21
CUST-02234,designer,2024-08-18,2024-08-18
CUST-02236,designer,2025-03-01,2025-03-01
CUST-02242,designer,2025-08-23,2025-08-23
CUST-02247,designer,2024-12-13,2024-12-13
CUST-02248,designer,2024-10-06,2024-10-06
CUST-02253,designer,2024-06-30,2024-06-30
CUST-02277,designer,2024-03-03,2024-03-03
CUST-02278,designer,2025-04-30,2025-04-30
CUST-02286,designer,2024-04-10,2024-04-10
CUST-02291,designer,2024-02-25,2024-02-25
CUST-02307,designer,2024-06-29,2024-06-29
CUST-02318,designer,2024-05-02,2024-05-02
CUST-02318,designer,2024-07-22,2024-05-02
CUST-02326,designer,2024-03-05,2024-03-05
CUST-02326,designer,2024-12-26,2024-03-05
CUST-02330,designer,2024-01-29,2024-01-29
CUST-02336,designer,2025-06-06,2025-06-06
CUST-02341,designer,2024-03-11,2024-03-11
CUST-02343,designer,2024-06-01,2024-06-01
CUST-02370,designer,2024-12-08,2024-12-08
CUST-02378,designer,2024-06-09,2024-06-09
CUST-02378,designer,2025-04-05,2024-06-09
CUST-02396,designer,2024-12-03,2024-12-03
CUST-02396,designer,2025-04-30,2024-12-03
CUST-02397,designer,2024-10-21,2024-10-21
CUST-02404,designer,2024-09-20,2024-09-20
CUST-02415,designer,2024-09-03,2024-09-03
CUST-02419,designer,2024-10-16,2024-10-16
CUST-02449,designer,2025-09-08,2025-09-08
CUST-02460,designer,2024-09-04,2024-09-04
CUST-02462,designer,2024-02-20,2024-02-20
CUST-02462,designer,2024-06-01,2024-02-20
CUST-02465,designer,2024-12-10,2024-12-10
CUST-02471,designer,2025-03-03,2025-03-03
CUST-02472,designer,2025-09-23,2025-09-23
CUST-02480,designer,2025-09-20,2025-09-20
CUST-02481,designer,2024-07-11,2024-07-11
CUST-02481,designer,2024-11-10,2024-07-11
CUST-02482,designer,2024-08-24,2024-08-24
CUST-02486,designer,2025-07-26,2025-07-26
CUST-02489,designer,2024-07-02,2024-07-02
CUST-02489,designer,2025-04-22,2024-07-02
CUST-02500,designer,2025-04-13,2025-04-13
CUST-02505,designer,2024-02-17,2024-02-17
CUST-02507,designer,2025-07-21,2025-07-21
CUST-02512,designer,2024-03-19,2024-03-19
CUST-02520,designer,2025-09-09,2025-09-09
CUST-02521,designer,2024-06-17,2024-06-17
CUST-02524,designer,2025-01-24,2025-01-24
CUST-02545,designer,2025-05-05,2025-05-05
CUST-02552,designer,2024-04-04,2024-04-04
CUST-02555,designer,2025-09-16,2025-09-16
CUST-02559,designer,2025-09-09,2025-09-09
CUST-02561,designer,2025-06-30,2025-06-30
CUST-02563,designer,2025-08-01,2025-08-01
CUST-02564,designer,2025-02-09,2025-02-09
CUST-02564,designer,2025-05-02,2025-02-09
CUST-02567,designer,2025-01-11,2025-01-11
CUST-02572,designer,2024-08-01,2024-08-01
CUST-02582,designer,2025-03-21,2025-03-21
CUST-02582,designer,2025-05-29,2025-03-21
CUST-02592,designer,2024-08-23,2024-08-23
CUST-02597,designer,2024-03-14,2024-03-14
CUST-02597,designer,2024-05-16,2024-03-14
CUST-02619,designer,2024-08-02,2024-08-02
CUST-02623,designer,2024-03-12,2024-03-12
CUST-02623,designer,2024-11-21,2024-03-12
CUST-02632,designer,2025-06-23,2025-06-23
CUST-02639,designer,2024-09-17,2024-09-17
CUST-02640,designer,2024-12-29,2024-12-29
CUST-02643,designer,2024-01-30,2024-01-30
CUST-02644,designer,2025-09-27,2025-09-27
CUST-02654,designer,2025-06-26,2025-06-26
CUST-02658,designer,2025-04-14,2025-04-14
CUST-02665,designer,2025-02-10,2025-02-10
CUST-02665,designer,2025-05-25,2025-02-10
CUST-02669,designer,2024-10-07,2024-10-07
CUST-02669,designer,2025-03-30,2024-10-07
CUST-02674,designer,2025-04-17,2025-04-17
CUST-02682,designer,2025-04-25,2025-04-25
CUST-02683,designer,2024-04-14,2024-04-14
CUST-02683,designer,2025-02-05,2024-04-14
CUST-02684,designer,2024-03-31,2024-03-31
CUST-02693,designer,2025-05-22,2025-05-22
CUST-02696,designer,2024-03-23,2024-03-23
CUST-02710,designer,2025-04-15,2025-04-15
CUST-02717,designer,2024-08-08,2024-08-08
CUST-02717,designer,2024-12-12,2024-08-08
CUST-02719,designer,2025-10-01,2025-10-01
CUST-02727,designer,2024-08-02,2024-08-02
CUST-02727,designer,2025-05-14,2024-08-02
CUST-02730,designer,2024-12-22,2024-12-22
CUST-02737,designer,2024-11-11,2024-11-11
CUST-02743,designer,2024-12-07,2024-12-07
CUST-02758,designer,2024-11-07,2024-11-07
CUST-02769,designer,2024-02-21,2024-02-21
CUST-02776,designer,2025-01-31,2025-01-31
CUST-02776,designer,2025-07-12,2025-01-31
CUST-02793,designer,2024-04-05,2024-04-05
CUST-02813,designer,2024-08-08,2024-08-08
CUST-02814,designer,2024-07-22,2024-07-22
CUST-02822,designer,2025-01-23,2025-01-23
CUST-02822,designer,2025-07-01,2025-01-23
CUST-02832,designer,2024-12-01,2024-12-01
CUST-02836,designer,2025-01-27,2025-01-27
CUST-02843,designer,2024-10-15,2024-10-15
CUST-02853,designer,2025-03-17,2025-03-17
CUST-02860,designer,2024-10-15,2024-10-15
CUST-02860,designer,2025-02-19,2024-10-15
CUST-02866,designer,2024-06-19,2024-06-19
CUST-02872,designer,2025-09-26,2025-09-26
CUST-02882,designer,2025-08-28,2025-08-28
CUST-02885,designer,2024-12-14,2024-12-14
CUST-02894,designer,2025-01-17,2025-01-17
CUST-02894,designer,2025-05-15,2025-01-17
CUST-02900,designer,2024-04-23,2024-04-23
CUST-02918,designer,2024-09-15,2024-09-15
CUST-02918,designer,2025-03-31,2024-09-15
CUST-02927,designer,2025-02-27,2025-02-27
CUST-02930,designer,2024-12-12,2024-12-12
CUST-02939,designer,2024-07-07,2024-07-07
CUST-02949,designer,2024-12-31,2024-12-31
CUST-02952,designer,2024-03-02,2024-03-02
CUST-02954,designer,2024-10-09,2024-10-09
CUST-02963,designer,2024-10-27,2024-10-27
CUST-02978,designer,2024-12-07,2024-12-07
CUST-02994,designer,2025-06-24,2025-06-24
CUST-02998,designer,2025-07-27,2025-07-27
CUST-03005,designer,2024-10-09,2024-10-09
CUST-03007,designer,2025-06-07,2025-06-07
CUST-03008,designer,2025-02-17,2025-02-17
CUST-03021,designer,2025-01-08,2025-01-08
CUST-03033,designer,2024-12-20,2024-12-20
CUST-03034,designer,2024-10-06,2024-10-06
CUST-03035,designer,2024-10-26,2024-10-26
CUST-03035,designer,2025-03-10,2024-10-26
CUST-03042,designer,2025-06-18,2025-06-18
CUST-03047,designer,2025-05-09,2025-05-09
CUST-03063,designer,2024-11-24,2024-11-24
CUST-03065,designer,2024-10-19,2024-10-19
CUST-03069,designer,2025-05-07,2025-05-07
CUST-03070,designer,2024-03-25,2024-03-25
CUST-03075,designer,2025-05-05,2025-05-05
CUST-03075,designer,2025-07-28,2025-05-05
CUST-03077,designer,2025-07-24,2025-07-24
CUST-03081,designer,2024-06-02,2024-06-02
CUST-03082,designer,2025-06-21,2025-06-21
CUST-03093,designer,2025-09-05,2025-09-05
CUST-03097,designer,2025-01-13,2025-01-13
CUST-03137,designer,2025-06-07,2025-06-07
CUST-03148,designer,2025-07-01,2025-07-01
CUST-03150,designer,2024-04-18,2024-04-18
CUST-03181,designer,2024-05-27,2024-05-27
CUST-03189,designer,2025-05-31,2025-05-31
CUST-03200,designer,2025-01-07,2025-01-07
CUST-03200,designer,2025-07-10,2025-01-07
